1101 Eucaliptos Norte - SoilR40 A 10 cm #1101[%],,1101 Eucaliptos Norte - SoilR40 A 20 cm #1101[%],,1101 Eucaliptos Norte - SoilR40 A 30 cm #1101[%],,1101 Eucaliptos Norte - SoilR40 A 40 cm #1101[%],,1101 Eucaliptos Norte - SoilR40 A 50 cm #1101[%],,1101 Eucaliptos Norte - SoilR40 A 60 cm #1101[%],
2020-06-17 12:42:14.0,15.4,2020-06-17 12:42:14.0,10.55,2020-06-17 12:42:14.0,11.83,2020-06-17 12:42:14.0,12.13,2020-06-17 12:42:14.0,13.58,2020-06-17 12:42:14.0,11.62
2020-06-17 13:12:14.0,15.24,2020-06-17 13:12:14.0,10.46,2020-06-17 13:12:14.0,11.8,2020-06-17 13:12:14.0,12.12,2020-06-17 13:12:14.0,13.6,2020-06-17 13:12:14.0,11.62
2020-06-17 13:42:14.0,15.19,2020-06-17 13:42:14.0,10.37,2020-06-17 13:42:14.0,11.77,2020-06-17 13:42:14.0,12.11,2020-06-17 13:42:14.0,13.58,2020-06-17 13:42:14.0,11.62
2020-06-17 14:12:14.0,15.21,2020-06-17 14:12:14.0,10.29,2020-06-17 14:12:14.0,11.73,2020-06-17 14:12:14.0,12.11,2020-06-17 14:12:14.0,13.57,2020-06-17 14:12:14.0,11.62
2020-06-17 14:42:34.0,15.03,2020-06-17 14:42:34.0,10.19,2020-06-17 14:42:34.0,11.69,2020-06-17 14:42:34.0,12.1,2020-06-17 14:42:34.0,13.58,2020-06-17 14:42:34.0,11.62
2020-06-17 15:12:34.0,15.03,2020-06-17 15:12:34.0,10.1,2020-06-17 15:12:34.0,11.64,2020-06-17 15:12:34.0,12.08,2020-06-17 15:12:34.0,13.56,2020-06-17 15:12:34.0,11.62
2020-06-17 15:42:34.0,14.82,2020-06-17 15:42:34.0,10.01,2020-06-17 15:42:34.0,11.6,2020-06-17 15:42:34.0,12.07,2020-06-17 15:42:34.0,13.53,2020-06-17 15:42:34.0,11.62
2020-06-17 16:12:34.0,14.73,2020-06-17 16:12:34.0,9.93,2020-06-17 16:12:34.0,11.54,2020-06-17 16:12:34.0,12.05,2020-06-17 16:12:34.0,13.53,2020-06-17 16:12:34.0,11.61
2020-06-17 16:42:34.0,14.66,2020-06-17 16:42:34.0,9.88,2020-06-17 16:42:34.0,11.45,2020-06-17 16:42:34.0,12.04,2020-06-17 16:42:34.0,13.54,2020-06-17 16:42:34.0,11.6
2020-06-17 17:12:34.0,14.61,2020-06-17 17:12:34.0,9.77,2020-06-17 17:12:34.0,11.4,2020-06-17 17:12:34.0,12.02,2020-06-17 17:12:34.0,13.54,2020-06-17 17:12:34.0,11.6
2020-06-17 17:42:54.0,14.56,2020-06-17 17:42:54.0,9.72,2020-06-17 17:42:54.0,11.35,2020-06-17 17:42:54.0,12,2020-06-17 17:42:54.0,13.59,2020-06-17 17:42:54.0,11.6
2020-06-17 18:12:54.0,14.52,2020-06-17 18:12:54.0,9.66,2020-06-17 18:12:54.0,11.31,2020-06-17 18:12:54.0,11.99,2020-06-17 18:12:54.0,13.59,2020-06-17 18:12:54.0,11.59
2020-06-17 18:42:54.0,14.49,2020-06-17 18:42:54.0,9.62,2020-06-17 18:42:54.0,11.24,2020-06-17 18:42:54.0,11.97,2020-06-17 18:42:54.0,13.52,2020-06-17 18:42:54.0,11.59
2020-06-17 19:12:54.0,14.48,2020-06-17 19:12:54.0,9.58,2020-06-17 19:12:54.0,11.2,2020-06-17 19:12:54.0,11.95,2020-06-17 19:12:54.0,13.54,2020-06-17 19:12:54.0,11.58
2020-06-17 19:42:54.0,14.47,2020-06-17 19:42:54.0,9.57,2020-06-17 19:42:54.0,11.16,2020-06-17 19:42:54.0,11.94,2020-06-17 19:42:54.0,13.48,2020-06-17 19:42:54.0,11.58
2020-06-17 20:12:54.0,14.6,2020-06-17 20:12:54.0,9.56,2020-06-17 20:12:54.0,11.12,2020-06-17 20:12:54.0,11.92,2020-06-17 20:12:54.0,13.59,2020-06-17 20:12:54.0,11.57
2020-06-17 20:43:12.0,14.61,2020-06-17 20:43:12.0,9.56,2020-06-17 20:43:12.0,11.1,2020-06-17 20:43:12.0,11.91,2020-06-17 20:43:12.0,13.66,2020-06-17 20:43:12.0,11.56
2020-06-17 21:13:12.0,14.61,2020-06-17 21:13:12.0,9.51,2020-06-17 21:13:12.0,11.07,2020-06-17 21:13:12.0,11.9,2020-06-17 21:13:12.0,13.69,2020-06-17 21:13:12.0,11.53
2020-06-17 21:43:12.0,15.44,2020-06-17 21:43:12.0,9.47,2020-06-17 21:43:12.0,11.04,2020-06-17 21:43:12.0,11.9,2020-06-17 21:43:12.0,13.68,2020-06-17 21:43:12.0,11.43
2020-06-17 22:13:12.0,15.93,2020-06-17 22:13:12.0,9.51,2020-06-17 22:13:12.0,11.03,2020-06-17 22:13:12.0,11.88,2020-06-17 22:13:12.0,13.7,2020-06-17 22:13:12.0,11.41
2020-06-17 22:43:12.0,16.62,2020-06-17 22:43:12.0,9.58,2020-06-17 22:43:12.0,11.03,2020-06-17 22:43:12.0,11.88,2020-06-17 22:43:12.0,13.71,2020-06-17 22:43:12.0,11.39
2020-06-17 23:13:12.0,16.97,2020-06-17 23:13:12.0,9.67,2020-06-17 23:13:12.0,11.02,2020-06-17 23:13:12.0,11.88,2020-06-17 23:13:12.0,13.72,2020-06-17 23:13:12.0,11.38
2020-06-17 23:43:32.0,17.35,2020-06-17 23:43:32.0,9.78,2020-06-17 23:43:32.0,11.04,2020-06-17 23:43:32.0,11.87,2020-06-17 23:43:32.0,13.73,2020-06-17 23:43:32.0,11.37
2020-06-18 00:13:32.0,17.65,2020-06-18 00:13:32.0,9.91,2020-06-18 00:13:32.0,11.06,2020-06-18 00:13:32.0,11.87,2020-06-18 00:13:32.0,13.73,2020-06-18 00:13:32.0,11.36
2020-06-18 00:43:32.0,17.91,2020-06-18 00:43:32.0,10,2020-06-18 00:43:32.0,11.08,2020-06-18 00:43:32.0,11.86,2020-06-18 00:43:32.0,13.73,2020-06-18 00:43:32.0,11.34
2020-06-18 01:13:32.0,18.12,2020-06-18 01:13:32.0,10.08,2020-06-18 01:13:32.0,11.1,2020-06-18 01:13:32.0,11.86,2020-06-18 01:13:32.0,13.73,2020-06-18 01:13:32.0,11.34
2020-06-18 01:43:32.0,18.31,2020-06-18 01:43:32.0,10.19,2020-06-18 01:43:32.0,11.14,2020-06-18 01:43:32.0,11.86,2020-06-18 01:43:32.0,13.73,2020-06-18 01:43:32.0,11.32
2020-06-18 02:13:32.0,18.48,2020-06-18 02:13:32.0,10.31,2020-06-18 02:13:32.0,11.19,2020-06-18 02:13:32.0,11.86,2020-06-18 02:13:32.0,13.73,2020-06-18 02:13:32.0,11.32
2020-06-18 02:43:50.0,18.71,2020-06-18 02:43:50.0,10.42,2020-06-18 02:43:50.0,11.23,2020-06-18 02:43:50.0,11.86,2020-06-18 02:43:50.0,13.74,2020-06-18 02:43:50.0,11.32
2020-06-18 03:13:50.0,18.86,2020-06-18 03:13:50.0,10.53,2020-06-18 03:13:50.0,11.26,2020-06-18 03:13:50.0,11.86,2020-06-18 03:13:50.0,13.73,2020-06-18 03:13:50.0,11.31
2020-06-18 03:43:50.0,19.01,2020-06-18 03:43:50.0,10.64,2020-06-18 03:43:50.0,11.3,2020-06-18 03:43:50.0,11.86,2020-06-18 03:43:50.0,13.73,2020-06-18 03:43:50.0,11.31
2020-06-18 04:13:50.0,18.99,2020-06-18 04:13:50.0,10.74,2020-06-18 04:13:50.0,11.34,2020-06-18 04:13:50.0,11.87,2020-06-18 04:13:50.0,13.73,2020-06-18 04:13:50.0,11.3
2020-06-18 04:43:50.0,19.21,2020-06-18 04:43:50.0,10.84,2020-06-18 04:43:50.0,11.41,2020-06-18 04:43:50.0,11.87,2020-06-18 04:43:50.0,13.72,2020-06-18 04:43:50.0,11.3
2020-06-18 05:13:50.0,19.33,2020-06-18 05:13:50.0,10.94,2020-06-18 05:13:50.0,11.48,2020-06-18 05:13:50.0,11.88,2020-06-18 05:13:50.0,13.72,2020-06-18 05:13:50.0,11.3
2020-06-18 05:44:10.0,19.41,2020-06-18 05:44:10.0,11.08,2020-06-18 05:44:10.0,11.52,2020-06-18 05:44:10.0,11.88,2020-06-18 05:44:10.0,13.72,2020-06-18 05:44:10.0,11.3
2020-06-18 06:14:10.0,19.48,2020-06-18 06:14:10.0,11.16,2020-06-18 06:14:10.0,11.56,2020-06-18 06:14:10.0,11.89,2020-06-18 06:14:10.0,13.71,2020-06-18 06:14:10.0,11.3
2020-06-18 06:44:10.0,19.53,2020-06-18 06:44:10.0,11.23,2020-06-18 06:44:10.0,11.6,2020-06-18 06:44:10.0,11.89,2020-06-18 06:44:10.0,13.57,2020-06-18 06:44:10.0,11.3
2020-06-18 07:14:10.0,19.5,2020-06-18 07:14:10.0,11.3,2020-06-18 07:14:10.0,11.65,2020-06-18 07:14:10.0,11.9,2020-06-18 07:14:10.0,13.42,2020-06-18 07:14:10.0,11.33
2020-06-18 07:44:10.0,19.55,2020-06-18 07:44:10.0,11.38,2020-06-18 07:44:10.0,11.7,2020-06-18 07:44:10.0,11.9,2020-06-18 07:44:10.0,13.37,2020-06-18 07:44:10.0,11.36
2020-06-18 08:14:10.0,19.53,2020-06-18 08:14:10.0,11.45,2020-06-18 08:14:10.0,11.74,2020-06-18 08:14:10.0,11.9,2020-06-18 08:14:10.0,13.33,2020-06-18 08:14:10.0,11.37
2020-06-18 08:44:30.0,19.44,2020-06-18 08:44:30.0,11.5,2020-06-18 08:44:30.0,11.79,2020-06-18 08:44:30.0,11.91,2020-06-18 08:44:30.0,13.37,2020-06-18 08:44:30.0,11.39
2020-06-18 09:14:30.0,19.35,2020-06-18 09:14:30.0,11.53,2020-06-18 09:14:30.0,11.82,2020-06-18 09:14:30.0,11.92,2020-06-18 09:14:30.0,13.48,2020-06-18 09:14:30.0,11.4
2020-06-18 09:44:30.0,19.01,2020-06-18 09:44:30.0,11.54,2020-06-18 09:44:30.0,11.84,2020-06-18 09:44:30.0,11.92,2020-06-18 09:44:30.0,13.45,2020-06-18 09:44:30.0,11.41
2020-06-18 10:14:30.0,19.06,2020-06-18 10:14:30.0,11.53,2020-06-18 10:14:30.0,11.85,2020-06-18 10:14:30.0,11.93,2020-06-18 10:14:30.0,13.44,2020-06-18 10:14:30.0,11.42
2020-06-18 10:44:30.0,18.88,2020-06-18 10:44:30.0,11.5,2020-06-18 10:44:30.0,11.86,2020-06-18 10:44:30.0,11.93,2020-06-18 10:44:30.0,13.29,2020-06-18 10:44:30.0,11.42
2020-06-18 11:14:30.0,18.68,2020-06-18 11:14:30.0,11.47,2020-06-18 11:14:30.0,11.85,2020-06-18 11:14:30.0,11.94,2020-06-18 11:14:30.0,13.4,2020-06-18 11:14:30.0,11.42
2020-06-18 11:44:44.0,18.35,2020-06-18 11:44:44.0,11.42,2020-06-18 11:44:44.0,11.86,2020-06-18 11:44:44.0,11.94,2020-06-18 11:44:44.0,13.45,2020-06-18 11:44:44.0,11.43
2020-06-18 12:14:44.0,18.12,2020-06-18 12:14:44.0,11.37,2020-06-18 12:14:44.0,11.88,2020-06-18 12:14:44.0,11.94,2020-06-18 12:14:44.0,13.37,2020-06-18 12:14:44.0,11.43
2020-06-18 12:44:44.0,17.95,2020-06-18 12:44:44.0,11.32,2020-06-18 12:44:44.0,11.89,2020-06-18 12:44:44.0,11.95,2020-06-18 12:44:44.0,13.39,2020-06-18 12:44:44.0,11.43
2020-06-18 13:14:44.0,17.8,2020-06-18 13:14:44.0,11.24,2020-06-18 13:14:44.0,11.88,2020-06-18 13:14:44.0,11.95,2020-06-18 13:14:44.0,13.39,2020-06-18 13:14:44.0,11.44
2020-06-18 13:44:44.0,17.62,2020-06-18 13:44:44.0,11.12,2020-06-18 13:44:44.0,11.87,2020-06-18 13:44:44.0,11.94,2020-06-18 13:44:44.0,13.37,2020-06-18 13:44:44.0,11.44
2020-06-18 14:14:44.0,17.43,2020-06-18 14:14:44.0,11.03,2020-06-18 14:14:44.0,11.85,2020-06-18 14:14:44.0,11.94,2020-06-18 14:14:44.0,13.32,2020-06-18 14:14:44.0,11.44
2020-06-18 14:45:04.0,17.33,2020-06-18 14:45:04.0,10.94,2020-06-18 14:45:04.0,11.81,2020-06-18 14:45:04.0,11.93,2020-06-18 14:45:04.0,13.39,2020-06-18 14:45:04.0,11.43
2020-06-18 15:15:04.0,17.09,2020-06-18 15:15:04.0,10.84,2020-06-18 15:15:04.0,11.78,2020-06-18 15:15:04.0,11.92,2020-06-18 15:15:04.0,13.36,2020-06-18 15:15:04.0,11.44
2020-06-18 15:45:04.0,16.96,2020-06-18 15:45:04.0,10.75,2020-06-18 15:45:04.0,11.74,2020-06-18 15:45:04.0,11.92,2020-06-18 15:45:04.0,13.33,2020-06-18 15:45:04.0,11.43
2020-06-18 16:15:04.0,16.95,2020-06-18 16:15:04.0,10.67,2020-06-18 16:15:04.0,11.7,2020-06-18 16:15:04.0,11.91,2020-06-18 16:15:04.0,13.34,2020-06-18 16:15:04.0,11.43
2020-06-18 16:45:04.0,16.85,2020-06-18 16:45:04.0,10.58,2020-06-18 16:45:04.0,11.66,2020-06-18 16:45:04.0,11.9,2020-06-18 16:45:04.0,13.35,2020-06-18 16:45:04.0,11.43
2020-06-18 17:15:04.0,16.74,2020-06-18 17:15:04.0,10.53,2020-06-18 17:15:04.0,11.62,2020-06-18 17:15:04.0,11.88,2020-06-18 17:15:04.0,13.35,2020-06-18 17:15:04.0,11.42
2020-06-18 17:45:22.0,16.65,2020-06-18 17:45:22.0,10.48,2020-06-18 17:45:22.0,11.55,2020-06-18 17:45:22.0,11.88,2020-06-18 17:45:22.0,13.4,2020-06-18 17:45:22.0,11.42
2020-06-18 18:15:22.0,16.57,2020-06-18 18:15:22.0,10.43,2020-06-18 18:15:22.0,11.51,2020-06-18 18:15:22.0,11.87,2020-06-18 18:15:22.0,13.39,2020-06-18 18:15:22.0,11.42
2020-06-18 18:45:22.0,16.49,2020-06-18 18:45:22.0,10.37,2020-06-18 18:45:22.0,11.47,2020-06-18 18:45:22.0,11.86,2020-06-18 18:45:22.0,13.3,2020-06-18 18:45:22.0,11.41
2020-06-18 19:15:22.0,16.42,2020-06-18 19:15:22.0,10.29,2020-06-18 19:15:22.0,11.43,2020-06-18 19:15:22.0,11.85,2020-06-18 19:15:22.0,13.33,2020-06-18 19:15:22.0,11.41
2020-06-18 19:45:22.0,16.36,2020-06-18 19:45:22.0,10.25,2020-06-18 19:45:22.0,11.41,2020-06-18 19:45:22.0,11.84,2020-06-18 19:45:22.0,13.32,2020-06-18 19:45:22.0,11.4
2020-06-18 20:15:22.0,16.21,2020-06-18 20:15:22.0,10.23,2020-06-18 20:15:22.0,11.38,2020-06-18 20:15:22.0,11.83,2020-06-18 20:15:22.0,13.39,2020-06-18 20:15:22.0,11.4
2020-06-18 20:45:42.0,16.19,2020-06-18 20:45:42.0,10.23,2020-06-18 20:45:42.0,11.35,2020-06-18 20:45:42.0,11.83,2020-06-18 20:45:42.0,13.46,2020-06-18 20:45:42.0,11.39
2020-06-18 21:15:42.0,16.18,2020-06-18 21:15:42.0,10.23,2020-06-18 21:15:42.0,11.32,2020-06-18 21:15:42.0,11.82,2020-06-18 21:15:42.0,13.45,2020-06-18 21:15:42.0,11.39
2020-06-18 21:45:42.0,16.23,2020-06-18 21:45:42.0,10.28,2020-06-18 21:45:42.0,11.3,2020-06-18 21:45:42.0,11.82,2020-06-18 21:45:42.0,13.44,2020-06-18 21:45:42.0,11.38
2020-06-18 22:15:42.0,16.17,2020-06-18 22:15:42.0,10.29,2020-06-18 22:15:42.0,11.3,2020-06-18 22:15:42.0,11.81,2020-06-18 22:15:42.0,13.44,2020-06-18 22:15:42.0,11.38
2020-06-18 22:45:42.0,16.19,2020-06-18 22:45:42.0,10.28,2020-06-18 22:45:42.0,11.3,2020-06-18 22:45:42.0,11.8,2020-06-18 22:45:42.0,13.45,2020-06-18 22:45:42.0,11.37
2020-06-18 23:15:42.0,16.21,2020-06-18 23:15:42.0,10.29,2020-06-18 23:15:42.0,11.31,2020-06-18 23:15:42.0,11.8,2020-06-18 23:15:42.0,13.45,2020-06-18 23:15:42.0,11.36
2020-06-18 23:45:42.0,16.21,2020-06-18 23:45:42.0,10.3,2020-06-18 23:45:42.0,11.32,2020-06-18 23:45:42.0,11.8,2020-06-18 23:45:42.0,13.46,2020-06-18 23:45:42.0,11.36
2020-06-19 00:16:12.0,16.21,2020-06-19 00:16:12.0,10.32,2020-06-19 00:16:12.0,11.33,2020-06-19 00:16:12.0,11.8,2020-06-19 00:16:12.0,13.44,2020-06-19 00:16:12.0,11.34
2020-06-19 00:46:12.0,16.21,2020-06-19 00:46:12.0,10.35,2020-06-19 00:46:12.0,11.34,2020-06-19 00:46:12.0,11.79,2020-06-19 00:46:12.0,13.44,2020-06-19 00:46:12.0,11.33
2020-06-19 01:16:12.0,16.22,2020-06-19 01:16:12.0,10.38,2020-06-19 01:16:12.0,11.35,2020-06-19 01:16:12.0,11.79,2020-06-19 01:16:12.0,13.44,2020-06-19 01:16:12.0,11.33
2020-06-19 01:46:12.0,16.23,2020-06-19 01:46:12.0,10.4,2020-06-19 01:46:12.0,11.37,2020-06-19 01:46:12.0,11.79,2020-06-19 01:46:12.0,13.44,2020-06-19 01:46:12.0,11.32
2020-06-19 02:16:12.0,16.22,2020-06-19 02:16:12.0,10.43,2020-06-19 02:16:12.0,11.38,2020-06-19 02:16:12.0,11.8,2020-06-19 02:16:12.0,13.44,2020-06-19 02:16:12.0,11.32
2020-06-19 02:46:12.0,16.24,2020-06-19 02:46:12.0,10.46,2020-06-19 02:46:12.0,11.4,2020-06-19 02:46:12.0,11.79,2020-06-19 02:46:12.0,13.44,2020-06-19 02:46:12.0,11.32
2020-06-19 03:16:50.0,16.26,2020-06-19 03:16:50.0,10.48,2020-06-19 03:16:50.0,11.41,2020-06-19 03:16:50.0,11.79,2020-06-19 03:16:50.0,13.43,2020-06-19 03:16:50.0,11.31
2020-06-19 03:46:50.0,16.31,2020-06-19 03:46:50.0,10.52,2020-06-19 03:46:50.0,11.47,2020-06-19 03:46:50.0,11.8,2020-06-19 03:46:50.0,13.43,2020-06-19 03:46:50.0,11.3
2020-06-19 04:16:50.0,16.32,2020-06-19 04:16:50.0,10.54,2020-06-19 04:16:50.0,11.49,2020-06-19 04:16:50.0,11.8,2020-06-19 04:16:50.0,13.42,2020-06-19 04:16:50.0,11.3
2020-06-19 04:46:50.0,16.36,2020-06-19 04:46:50.0,10.57,2020-06-19 04:46:50.0,11.5,2020-06-19 04:46:50.0,11.8,2020-06-19 04:46:50.0,13.42,2020-06-19 04:46:50.0,11.3
2020-06-19 05:16:50.0,16.4,2020-06-19 05:16:50.0,10.6,2020-06-19 05:16:50.0,11.52,2020-06-19 05:16:50.0,11.8,2020-06-19 05:16:50.0,13.42,2020-06-19 05:16:50.0,11.29
2020-06-19 05:46:50.0,16.43,2020-06-19 05:46:50.0,10.66,2020-06-19 05:46:50.0,11.54,2020-06-19 05:46:50.0,11.79,2020-06-19 05:46:50.0,13.42,2020-06-19 05:46:50.0,11.28
2020-06-19 06:17:10.0,16.46,2020-06-19 06:17:10.0,10.68,2020-06-19 06:17:10.0,11.56,2020-06-19 06:17:10.0,11.8,2020-06-19 06:17:10.0,13.41,2020-06-19 06:17:10.0,11.28
2020-06-19 06:47:10.0,16.47,2020-06-19 06:47:10.0,10.7,2020-06-19 06:47:10.0,11.58,2020-06-19 06:47:10.0,11.8,2020-06-19 06:47:10.0,13.37,2020-06-19 06:47:10.0,11.28
2020-06-19 07:17:10.0,16.44,2020-06-19 07:17:10.0,10.74,2020-06-19 07:17:10.0,11.6,2020-06-19 07:17:10.0,11.8,2020-06-19 07:17:10.0,13.25,2020-06-19 07:17:10.0,11.28
2020-06-19 07:47:10.0,16.37,2020-06-19 07:47:10.0,10.76,2020-06-19 07:47:10.0,11.62,2020-06-19 07:47:10.0,11.8,2020-06-19 07:47:10.0,13.22,2020-06-19 07:47:10.0,11.29
2020-06-19 08:17:10.0,16.28,2020-06-19 08:17:10.0,10.77,2020-06-19 08:17:10.0,11.63,2020-06-19 08:17:10.0,11.8,2020-06-19 08:17:10.0,13.29,2020-06-19 08:17:10.0,11.3
2020-06-19 08:47:10.0,16.17,2020-06-19 08:47:10.0,10.77,2020-06-19 08:47:10.0,11.66,2020-06-19 08:47:10.0,11.8,2020-06-19 08:47:10.0,13.04,2020-06-19 08:47:10.0,11.3
2020-06-19 09:17:26.0,16.06,2020-06-19 09:17:26.0,10.75,2020-06-19 09:17:26.0,11.65,2020-06-19 09:17:26.0,11.81,2020-06-19 09:17:26.0,13.24,2020-06-19 09:17:26.0,11.29
2020-06-19 09:47:26.0,15.93,2020-06-19 09:47:26.0,10.72,2020-06-19 09:47:26.0,11.66,2020-06-19 09:47:26.0,11.82,2020-06-19 09:47:26.0,13.16,2020-06-19 09:47:26.0,11.29
2020-06-19 10:17:26.0,15.79,2020-06-19 10:17:26.0,10.67,2020-06-19 10:17:26.0,11.64,2020-06-19 10:17:26.0,11.82,2020-06-19 10:17:26.0,13.27,2020-06-19 10:17:26.0,11.28
2020-06-19 10:47:26.0,15.71,2020-06-19 10:47:26.0,10.6,2020-06-19 10:47:26.0,11.64,2020-06-19 10:47:26.0,11.82,2020-06-19 10:47:26.0,13.26,2020-06-19 10:47:26.0,11.29
2020-06-19 11:17:26.0,15.58,2020-06-19 11:17:26.0,10.54,2020-06-19 11:17:26.0,11.63,2020-06-19 11:17:26.0,11.82,2020-06-19 11:17:26.0,13.22,2020-06-19 11:17:26.0,11.29
2020-06-19 11:47:26.0,15.52,2020-06-19 11:47:26.0,10.42,2020-06-19 11:47:26.0,11.62,2020-06-19 11:47:26.0,11.82,2020-06-19 11:47:26.0,13.2,2020-06-19 11:47:26.0,11.29
2020-06-19 12:17:42.0,15.36,2020-06-19 12:17:42.0,10.32,2020-06-19 12:17:42.0,11.59,2020-06-19 12:17:42.0,11.81,2020-06-19 12:17:42.0,13.19,2020-06-19 12:17:42.0,11.29
2020-06-19 12:47:42.0,15.31,2020-06-19 12:47:42.0,10.22,2020-06-19 12:47:42.0,11.56,2020-06-19 12:47:42.0,11.81,2020-06-19 12:47:42.0,13.18,2020-06-19 12:47:42.0,11.29
2020-06-19 13:17:42.0,15.33,2020-06-19 13:17:42.0,10.12,2020-06-19 13:17:42.0,11.51,2020-06-19 13:17:42.0,11.8,2020-06-19 13:17:42.0,13.2,2020-06-19 13:17:42.0,11.29
2020-06-19 13:47:42.0,15.13,2020-06-19 13:47:42.0,10.02,2020-06-19 13:47:42.0,11.47,2020-06-19 13:47:42.0,11.8,2020-06-19 13:47:42.0,13.19,2020-06-19 13:47:42.0,11.29
2020-06-19 14:17:42.0,15.13,2020-06-19 14:17:42.0,9.92,2020-06-19 14:17:42.0,11.42,2020-06-19 14:17:42.0,11.8,2020-06-19 14:17:42.0,13.19,2020-06-19 14:17:42.0,11.29
2020-06-19 14:47:42.0,14.9,2020-06-19 14:47:42.0,9.83,2020-06-19 14:47:42.0,11.37,2020-06-19 14:47:42.0,11.8,2020-06-19 14:47:42.0,13.19,2020-06-19 14:47:42.0,11.29
2020-06-19 15:17:58.0,14.81,2020-06-19 15:17:58.0,9.72,2020-06-19 15:17:58.0,11.32,2020-06-19 15:17:58.0,11.79,2020-06-19 15:17:58.0,13.15,2020-06-19 15:17:58.0,11.29
2020-06-19 15:47:58.0,14.79,2020-06-19 15:47:58.0,9.63,2020-06-19 15:47:58.0,11.22,2020-06-19 15:47:58.0,11.78,2020-06-19 15:47:58.0,13.15,2020-06-19 15:47:58.0,11.28
2020-06-19 16:17:58.0,14.78,2020-06-19 16:17:58.0,9.54,2020-06-19 16:17:58.0,11.16,2020-06-19 16:17:58.0,11.77,2020-06-19 16:17:58.0,13.15,2020-06-19 16:17:58.0,11.28
2020-06-19 16:47:58.0,14.71,2020-06-19 16:47:58.0,9.46,2020-06-19 16:47:58.0,11.11,2020-06-19 16:47:58.0,11.77,2020-06-19 16:47:58.0,13.15,2020-06-19 16:47:58.0,11.28
2020-06-19 17:17:58.0,14.65,2020-06-19 17:17:58.0,9.39,2020-06-19 17:17:58.0,11.04,2020-06-19 17:17:58.0,11.76,2020-06-19 17:17:58.0,13.17,2020-06-19 17:17:58.0,11.27
2020-06-19 17:47:58.0,14.61,2020-06-19 17:47:58.0,9.33,2020-06-19 17:47:58.0,10.98,2020-06-19 17:47:58.0,11.75,2020-06-19 17:47:58.0,13.2,2020-06-19 17:47:58.0,11.27
2020-06-19 18:18:14.0,14.58,2020-06-19 18:18:14.0,9.29,2020-06-19 18:18:14.0,10.93,2020-06-19 18:18:14.0,11.74,2020-06-19 18:18:14.0,13.19,2020-06-19 18:18:14.0,11.26
2020-06-19 18:48:14.0,14.55,2020-06-19 18:48:14.0,9.25,2020-06-19 18:48:14.0,10.89,2020-06-19 18:48:14.0,11.73,2020-06-19 18:48:14.0,13.14,2020-06-19 18:48:14.0,11.25
2020-06-19 19:18:14.0,14.53,2020-06-19 19:18:14.0,9.23,2020-06-19 19:18:14.0,10.88,2020-06-19 19:18:14.0,11.72,2020-06-19 19:18:14.0,13.17,2020-06-19 19:18:14.0,11.25
2020-06-19 19:48:14.0,14.39,2020-06-19 19:48:14.0,9.21,2020-06-19 19:48:14.0,10.88,2020-06-19 19:48:14.0,11.7,2020-06-19 19:48:14.0,13.14,2020-06-19 19:48:14.0,11.24
2020-06-19 20:18:14.0,14.4,2020-06-19 20:18:14.0,9.21,2020-06-19 20:18:14.0,10.85,2020-06-19 20:18:14.0,11.7,2020-06-19 20:18:14.0,13.2,2020-06-19 20:18:14.0,11.23
2020-06-19 20:48:14.0,14.48,2020-06-19 20:48:14.0,9.22,2020-06-19 20:48:14.0,10.83,2020-06-19 20:48:14.0,11.68,2020-06-19 20:48:14.0,13.26,2020-06-19 20:48:14.0,11.22
2020-06-19 21:18:30.0,14.55,2020-06-19 21:18:30.0,9.23,2020-06-19 21:18:30.0,10.81,2020-06-19 21:18:30.0,11.67,2020-06-19 21:18:30.0,13.28,2020-06-19 21:18:30.0,11.21
2020-06-19 21:48:30.0,14.57,2020-06-19 21:48:30.0,9.25,2020-06-19 21:48:30.0,10.79,2020-06-19 21:48:30.0,11.66,2020-06-19 21:48:30.0,13.26,2020-06-19 21:48:30.0,11.2
2020-06-19 22:18:30.0,14.57,2020-06-19 22:18:30.0,9.27,2020-06-19 22:18:30.0,10.79,2020-06-19 22:18:30.0,11.66,2020-06-19 22:18:30.0,13.26,2020-06-19 22:18:30.0,11.19
2020-06-19 22:48:30.0,14.57,2020-06-19 22:48:30.0,9.31,2020-06-19 22:48:30.0,10.78,2020-06-19 22:48:30.0,11.66,2020-06-19 22:48:30.0,13.26,2020-06-19 22:48:30.0,11.18
2020-06-19 23:18:30.0,14.55,2020-06-19 23:18:30.0,9.34,2020-06-19 23:18:30.0,10.78,2020-06-19 23:18:30.0,11.65,2020-06-19 23:18:30.0,13.26,2020-06-19 23:18:30.0,11.17
2020-06-19 23:48:30.0,14.5,2020-06-19 23:48:30.0,9.37,2020-06-19 23:48:30.0,10.78,2020-06-19 23:48:30.0,11.64,2020-06-19 23:48:30.0,13.26,2020-06-19 23:48:30.0,11.16
2020-06-20 00:18:48.0,14.5,2020-06-20 00:18:48.0,9.41,2020-06-20 00:18:48.0,10.79,2020-06-20 00:18:48.0,11.64,2020-06-20 00:18:48.0,13.26,2020-06-20 00:18:48.0,11.15
2020-06-20 00:48:48.0,14.51,2020-06-20 00:48:48.0,9.45,2020-06-20 00:48:48.0,10.79,2020-06-20 00:48:48.0,11.64,2020-06-20 00:48:48.0,13.26,2020-06-20 00:48:48.0,11.14
