2079 Eucaliptos - SoilR40 A 10 cm #1201[%],,2079 Eucaliptos - SoilR40 A 20 cm #1201[%],,2079 Eucaliptos - SoilR40 A 30 cm #1201[%],,2079 Eucaliptos - SoilR40 A 40 cm #1201[%],,2079 Eucaliptos - SoilR40 A 50 cm #1201[%],,2079 Eucaliptos - SoilR40 A 60 cm #1201[%],
2019-05-30 12:36:30.0,14.72,2019-05-30 12:36:30.0,15.44,2019-05-30 12:36:30.0,16.52,2019-05-30 12:36:30.0,11.91,2019-05-30 12:36:30.0,18.73,2019-05-30 12:36:30.0,17.15
2019-05-30 13:06:42.0,14.66,2019-05-30 13:06:42.0,15.4,2019-05-30 13:06:42.0,16.5,2019-05-30 13:06:42.0,11.91,2019-05-30 13:06:42.0,18.73,2019-05-30 13:06:42.0,17.16
2019-05-30 13:36:42.0,14.57,2019-05-30 13:36:42.0,15.34,2019-05-30 13:36:42.0,16.47,2019-05-30 13:36:42.0,11.9,2019-05-30 13:36:42.0,18.72,2019-05-30 13:36:42.0,17.15
2019-05-30 14:06:42.0,14.46,2019-05-30 14:06:42.0,15.29,2019-05-30 14:06:42.0,16.44,2019-05-30 14:06:42.0,11.88,2019-05-30 14:06:42.0,18.72,2019-05-30 14:06:42.0,17.15
2019-05-30 14:36:42.0,14.32,2019-05-30 14:36:42.0,15.24,2019-05-30 14:36:42.0,16.41,2019-05-30 14:36:42.0,11.87,2019-05-30 14:36:42.0,18.71,2019-05-30 14:36:42.0,17.15
2019-05-30 15:06:42.0,14.17,2019-05-30 15:06:42.0,15.18,2019-05-30 15:06:42.0,16.38,2019-05-30 15:06:42.0,11.86,2019-05-30 15:06:42.0,18.71,2019-05-30 15:06:42.0,17.15
2019-05-30 15:36:42.0,14.11,2019-05-30 15:36:42.0,15.13,2019-05-30 15:36:42.0,16.34,2019-05-30 15:36:42.0,11.83,2019-05-30 15:36:42.0,18.71,2019-05-30 15:36:42.0,17.14
2019-05-30 16:06:52.0,14.04,2019-05-30 16:06:52.0,15.08,2019-05-30 16:06:52.0,16.3,2019-05-30 16:06:52.0,11.81,2019-05-30 16:06:52.0,18.71,2019-05-30 16:06:52.0,17.14
2019-05-30 16:36:52.0,13.99,2019-05-30 16:36:52.0,15.03,2019-05-30 16:36:52.0,16.26,2019-05-30 16:36:52.0,11.79,2019-05-30 16:36:52.0,18.69,2019-05-30 16:36:52.0,17.14
2019-05-30 17:06:52.0,13.95,2019-05-30 17:06:52.0,14.98,2019-05-30 17:06:52.0,16.22,2019-05-30 17:06:52.0,11.77,2019-05-30 17:06:52.0,18.69,2019-05-30 17:06:52.0,17.14
2019-05-30 17:36:52.0,13.91,2019-05-30 17:36:52.0,14.94,2019-05-30 17:36:52.0,16.19,2019-05-30 17:36:52.0,11.73,2019-05-30 17:36:52.0,18.68,2019-05-30 17:36:52.0,17.13
2019-05-30 18:06:52.0,13.85,2019-05-30 18:06:52.0,14.89,2019-05-30 18:06:52.0,16.14,2019-05-30 18:06:52.0,11.71,2019-05-30 18:06:52.0,18.67,2019-05-30 18:06:52.0,17.12
2019-05-30 18:36:52.0,13.8,2019-05-30 18:36:52.0,14.85,2019-05-30 18:36:52.0,16.1,2019-05-30 18:36:52.0,11.68,2019-05-30 18:36:52.0,18.66,2019-05-30 18:36:52.0,17.12
2019-05-30 19:07:00.0,13.77,2019-05-30 19:07:00.0,14.8,2019-05-30 19:07:00.0,16.07,2019-05-30 19:07:00.0,11.65,2019-05-30 19:07:00.0,18.65,2019-05-30 19:07:00.0,17.12
2019-05-30 19:37:00.0,13.74,2019-05-30 19:37:00.0,14.77,2019-05-30 19:37:00.0,16.02,2019-05-30 19:37:00.0,11.62,2019-05-30 19:37:00.0,18.64,2019-05-30 19:37:00.0,17.11
2019-05-30 20:07:00.0,13.7,2019-05-30 20:07:00.0,14.73,2019-05-30 20:07:00.0,15.99,2019-05-30 20:07:00.0,11.6,2019-05-30 20:07:00.0,18.63,2019-05-30 20:07:00.0,17.1
2019-05-30 20:37:00.0,13.69,2019-05-30 20:37:00.0,14.7,2019-05-30 20:37:00.0,15.95,2019-05-30 20:37:00.0,11.56,2019-05-30 20:37:00.0,18.62,2019-05-30 20:37:00.0,17.09
2019-05-30 21:07:00.0,13.67,2019-05-30 21:07:00.0,14.67,2019-05-30 21:07:00.0,15.93,2019-05-30 21:07:00.0,11.54,2019-05-30 21:07:00.0,18.61,2019-05-30 21:07:00.0,17.08
2019-05-30 21:37:00.0,13.66,2019-05-30 21:37:00.0,14.64,2019-05-30 21:37:00.0,15.9,2019-05-30 21:37:00.0,11.52,2019-05-30 21:37:00.0,18.6,2019-05-30 21:37:00.0,17.07
2019-05-30 22:07:10.0,13.66,2019-05-30 22:07:10.0,14.62,2019-05-30 22:07:10.0,15.88,2019-05-30 22:07:10.0,11.5,2019-05-30 22:07:10.0,18.59,2019-05-30 22:07:10.0,17.06
2019-05-30 22:37:10.0,13.66,2019-05-30 22:37:10.0,14.59,2019-05-30 22:37:10.0,15.85,2019-05-30 22:37:10.0,11.48,2019-05-30 22:37:10.0,18.57,2019-05-30 22:37:10.0,17.04
2019-05-30 23:07:10.0,13.66,2019-05-30 23:07:10.0,14.57,2019-05-30 23:07:10.0,15.83,2019-05-30 23:07:10.0,11.46,2019-05-30 23:07:10.0,18.56,2019-05-30 23:07:10.0,17.03
2019-05-30 23:37:10.0,13.67,2019-05-30 23:37:10.0,14.56,2019-05-30 23:37:10.0,15.81,2019-05-30 23:37:10.0,11.44,2019-05-30 23:37:10.0,18.55,2019-05-30 23:37:10.0,17.02
2019-05-31 00:07:10.0,13.69,2019-05-31 00:07:10.0,14.54,2019-05-31 00:07:10.0,15.79,2019-05-31 00:07:10.0,11.42,2019-05-31 00:07:10.0,18.54,2019-05-31 00:07:10.0,17.01
2019-05-31 00:37:10.0,13.7,2019-05-31 00:37:10.0,14.53,2019-05-31 00:37:10.0,15.78,2019-05-31 00:37:10.0,11.4,2019-05-31 00:37:10.0,18.53,2019-05-31 00:37:10.0,17.01
2019-05-31 01:07:20.0,13.72,2019-05-31 01:07:20.0,14.51,2019-05-31 01:07:20.0,15.77,2019-05-31 01:07:20.0,11.39,2019-05-31 01:07:20.0,18.52,2019-05-31 01:07:20.0,16.99
2019-05-31 01:37:20.0,13.74,2019-05-31 01:37:20.0,14.5,2019-05-31 01:37:20.0,15.76,2019-05-31 01:37:20.0,11.38,2019-05-31 01:37:20.0,18.51,2019-05-31 01:37:20.0,16.98
2019-05-31 02:07:20.0,13.76,2019-05-31 02:07:20.0,14.49,2019-05-31 02:07:20.0,15.75,2019-05-31 02:07:20.0,11.36,2019-05-31 02:07:20.0,18.5,2019-05-31 02:07:20.0,16.98
2019-05-31 02:37:20.0,13.77,2019-05-31 02:37:20.0,14.48,2019-05-31 02:37:20.0,15.75,2019-05-31 02:37:20.0,11.35,2019-05-31 02:37:20.0,18.49,2019-05-31 02:37:20.0,16.97
2019-05-31 03:07:20.0,13.78,2019-05-31 03:07:20.0,14.47,2019-05-31 03:07:20.0,15.74,2019-05-31 03:07:20.0,11.35,2019-05-31 03:07:20.0,18.49,2019-05-31 03:07:20.0,16.97
2019-05-31 03:37:20.0,13.78,2019-05-31 03:37:20.0,14.46,2019-05-31 03:37:20.0,15.74,2019-05-31 03:37:20.0,11.34,2019-05-31 03:37:20.0,18.48,2019-05-31 03:37:20.0,16.96
2019-05-31 04:07:32.0,13.78,2019-05-31 04:07:32.0,14.45,2019-05-31 04:07:32.0,15.74,2019-05-31 04:07:32.0,11.33,2019-05-31 04:07:32.0,18.48,2019-05-31 04:07:32.0,16.96
2019-05-31 04:37:32.0,13.79,2019-05-31 04:37:32.0,14.44,2019-05-31 04:37:32.0,15.74,2019-05-31 04:37:32.0,11.33,2019-05-31 04:37:32.0,18.47,2019-05-31 04:37:32.0,16.96
2019-05-31 05:07:32.0,13.79,2019-05-31 05:07:32.0,14.43,2019-05-31 05:07:32.0,15.74,2019-05-31 05:07:32.0,11.32,2019-05-31 05:07:32.0,18.47,2019-05-31 05:07:32.0,16.96
2019-05-31 05:37:32.0,13.8,2019-05-31 05:37:32.0,14.43,2019-05-31 05:37:32.0,15.74,2019-05-31 05:37:32.0,11.32,2019-05-31 05:37:32.0,18.46,2019-05-31 05:37:32.0,16.95
2019-05-31 06:07:32.0,13.81,2019-05-31 06:07:32.0,14.43,2019-05-31 06:07:32.0,15.74,2019-05-31 06:07:32.0,11.32,2019-05-31 06:07:32.0,18.46,2019-05-31 06:07:32.0,16.94
2019-05-31 06:37:32.0,13.81,2019-05-31 06:37:32.0,14.42,2019-05-31 06:37:32.0,15.74,2019-05-31 06:37:32.0,11.31,2019-05-31 06:37:32.0,18.45,2019-05-31 06:37:32.0,16.95
2019-05-31 07:07:42.0,13.82,2019-05-31 07:07:42.0,14.42,2019-05-31 07:07:42.0,15.75,2019-05-31 07:07:42.0,11.32,2019-05-31 07:07:42.0,18.45,2019-05-31 07:07:42.0,16.94
2019-05-31 07:37:42.0,13.83,2019-05-31 07:37:42.0,14.4,2019-05-31 07:37:42.0,15.74,2019-05-31 07:37:42.0,11.32,2019-05-31 07:37:42.0,18.45,2019-05-31 07:37:42.0,16.93
2019-05-31 08:07:42.0,13.82,2019-05-31 08:07:42.0,14.4,2019-05-31 08:07:42.0,15.74,2019-05-31 08:07:42.0,11.32,2019-05-31 08:07:42.0,18.45,2019-05-31 08:07:42.0,16.93
2019-05-31 08:37:42.0,13.82,2019-05-31 08:37:42.0,14.4,2019-05-31 08:37:42.0,15.75,2019-05-31 08:37:42.0,11.32,2019-05-31 08:37:42.0,18.44,2019-05-31 08:37:42.0,16.93
2019-05-31 09:07:42.0,13.82,2019-05-31 09:07:42.0,14.4,2019-05-31 09:07:42.0,15.76,2019-05-31 09:07:42.0,11.32,2019-05-31 09:07:42.0,18.44,2019-05-31 09:07:42.0,16.91
2019-05-31 09:37:42.0,13.79,2019-05-31 09:37:42.0,14.4,2019-05-31 09:37:42.0,15.76,2019-05-31 09:37:42.0,11.32,2019-05-31 09:37:42.0,18.44,2019-05-31 09:37:42.0,16.91
2019-05-31 10:07:54.0,13.75,2019-05-31 10:07:54.0,14.39,2019-05-31 10:07:54.0,15.76,2019-05-31 10:07:54.0,11.32,2019-05-31 10:07:54.0,18.44,2019-05-31 10:07:54.0,16.91
2019-05-31 10:37:54.0,13.71,2019-05-31 10:37:54.0,14.38,2019-05-31 10:37:54.0,15.76,2019-05-31 10:37:54.0,11.32,2019-05-31 10:37:54.0,18.44,2019-05-31 10:37:54.0,16.91
2019-05-31 11:07:54.0,13.66,2019-05-31 11:07:54.0,14.36,2019-05-31 11:07:54.0,15.76,2019-05-31 11:07:54.0,11.32,2019-05-31 11:07:54.0,18.44,2019-05-31 11:07:54.0,16.9
2019-05-31 11:37:54.0,13.61,2019-05-31 11:37:54.0,14.34,2019-05-31 11:37:54.0,15.75,2019-05-31 11:37:54.0,11.33,2019-05-31 11:37:54.0,18.44,2019-05-31 11:37:54.0,16.89
2019-05-31 12:07:54.0,13.55,2019-05-31 12:07:54.0,14.31,2019-05-31 12:07:54.0,15.74,2019-05-31 12:07:54.0,11.32,2019-05-31 12:07:54.0,18.44,2019-05-31 12:07:54.0,16.89
2019-05-31 12:37:54.0,13.49,2019-05-31 12:37:54.0,14.28,2019-05-31 12:37:54.0,15.73,2019-05-31 12:37:54.0,11.33,2019-05-31 12:37:54.0,18.45,2019-05-31 12:37:54.0,16.89
2019-05-31 13:08:04.0,13.43,2019-05-31 13:08:04.0,14.25,2019-05-31 13:08:04.0,15.72,2019-05-31 13:08:04.0,11.32,2019-05-31 13:08:04.0,18.44,2019-05-31 13:08:04.0,16.89
2019-05-31 13:38:04.0,13.38,2019-05-31 13:38:04.0,14.22,2019-05-31 13:38:04.0,15.7,2019-05-31 13:38:04.0,11.32,2019-05-31 13:38:04.0,18.45,2019-05-31 13:38:04.0,16.89
2019-05-31 14:08:04.0,13.32,2019-05-31 14:08:04.0,14.18,2019-05-31 14:08:04.0,15.67,2019-05-31 14:08:04.0,11.31,2019-05-31 14:08:04.0,18.44,2019-05-31 14:08:04.0,16.89
2019-05-31 14:38:04.0,13.28,2019-05-31 14:38:04.0,14.15,2019-05-31 14:38:04.0,15.65,2019-05-31 14:38:04.0,11.3,2019-05-31 14:38:04.0,18.44,2019-05-31 14:38:04.0,16.89
2019-05-31 15:08:04.0,13.23,2019-05-31 15:08:04.0,14.12,2019-05-31 15:08:04.0,15.62,2019-05-31 15:08:04.0,11.29,2019-05-31 15:08:04.0,18.44,2019-05-31 15:08:04.0,16.89
2019-05-31 15:38:04.0,13.19,2019-05-31 15:38:04.0,14.09,2019-05-31 15:38:04.0,15.6,2019-05-31 15:38:04.0,11.28,2019-05-31 15:38:04.0,18.44,2019-05-31 15:38:04.0,16.89
2019-05-31 16:08:14.0,13.15,2019-05-31 16:08:14.0,14.05,2019-05-31 16:08:14.0,15.56,2019-05-31 16:08:14.0,11.27,2019-05-31 16:08:14.0,18.43,2019-05-31 16:08:14.0,16.89
2019-05-31 16:38:14.0,13.12,2019-05-31 16:38:14.0,14.02,2019-05-31 16:38:14.0,15.53,2019-05-31 16:38:14.0,11.25,2019-05-31 16:38:14.0,18.43,2019-05-31 16:38:14.0,16.89
2019-05-31 17:08:14.0,13.09,2019-05-31 17:08:14.0,13.99,2019-05-31 17:08:14.0,15.49,2019-05-31 17:08:14.0,11.23,2019-05-31 17:08:14.0,18.42,2019-05-31 17:08:14.0,16.89
2019-05-31 17:38:14.0,13.07,2019-05-31 17:38:14.0,13.96,2019-05-31 17:38:14.0,15.46,2019-05-31 17:38:14.0,11.2,2019-05-31 17:38:14.0,18.41,2019-05-31 17:38:14.0,16.88
2019-05-31 18:08:14.0,13.05,2019-05-31 18:08:14.0,13.93,2019-05-31 18:08:14.0,15.43,2019-05-31 18:08:14.0,11.19,2019-05-31 18:08:14.0,18.4,2019-05-31 18:08:14.0,16.87
2019-05-31 18:38:14.0,13.02,2019-05-31 18:38:14.0,13.9,2019-05-31 18:38:14.0,15.4,2019-05-31 18:38:14.0,11.17,2019-05-31 18:38:14.0,18.39,2019-05-31 18:38:14.0,16.87
2019-05-31 19:08:24.0,13,2019-05-31 19:08:24.0,13.87,2019-05-31 19:08:24.0,15.38,2019-05-31 19:08:24.0,11.14,2019-05-31 19:08:24.0,18.38,2019-05-31 19:08:24.0,16.87
2019-05-31 19:38:24.0,13,2019-05-31 19:38:24.0,13.85,2019-05-31 19:38:24.0,15.35,2019-05-31 19:38:24.0,11.13,2019-05-31 19:38:24.0,18.37,2019-05-31 19:38:24.0,16.86
2019-05-31 20:08:24.0,12.99,2019-05-31 20:08:24.0,13.82,2019-05-31 20:08:24.0,15.32,2019-05-31 20:08:24.0,11.1,2019-05-31 20:08:24.0,18.36,2019-05-31 20:08:24.0,16.85
2019-05-31 20:38:24.0,13,2019-05-31 20:38:24.0,13.8,2019-05-31 20:38:24.0,15.3,2019-05-31 20:38:24.0,11.09,2019-05-31 20:38:24.0,18.34,2019-05-31 20:38:24.0,16.85
2019-05-31 21:08:24.0,13,2019-05-31 21:08:24.0,13.79,2019-05-31 21:08:24.0,15.29,2019-05-31 21:08:24.0,11.07,2019-05-31 21:08:24.0,18.34,2019-05-31 21:08:24.0,16.84
2019-05-31 21:38:24.0,13.01,2019-05-31 21:38:24.0,13.77,2019-05-31 21:38:24.0,15.27,2019-05-31 21:38:24.0,11.06,2019-05-31 21:38:24.0,18.33,2019-05-31 21:38:24.0,16.83
2019-05-31 22:08:24.0,13.02,2019-05-31 22:08:24.0,13.76,2019-05-31 22:08:24.0,15.25,2019-05-31 22:08:24.0,11.03,2019-05-31 22:08:24.0,18.32,2019-05-31 22:08:24.0,16.82
2019-05-31 22:38:34.0,13.04,2019-05-31 22:38:34.0,13.75,2019-05-31 22:38:34.0,15.23,2019-05-31 22:38:34.0,11.01,2019-05-31 22:38:34.0,18.3,2019-05-31 22:38:34.0,16.81
2019-05-31 23:08:34.0,13.05,2019-05-31 23:08:34.0,13.74,2019-05-31 23:08:34.0,15.23,2019-05-31 23:08:34.0,11.01,2019-05-31 23:08:34.0,18.3,2019-05-31 23:08:34.0,16.8
2019-05-31 23:38:34.0,13.07,2019-05-31 23:38:34.0,13.74,2019-05-31 23:38:34.0,15.22,2019-05-31 23:38:34.0,10.99,2019-05-31 23:38:34.0,18.28,2019-05-31 23:38:34.0,16.79
2019-06-01 00:08:34.0,13.08,2019-06-01 00:08:34.0,13.73,2019-06-01 00:08:34.0,15.21,2019-06-01 00:08:34.0,10.97,2019-06-01 00:08:34.0,18.28,2019-06-01 00:08:34.0,16.79
2019-06-01 00:38:34.0,13.1,2019-06-01 00:38:34.0,13.73,2019-06-01 00:38:34.0,15.21,2019-06-01 00:38:34.0,10.96,2019-06-01 00:38:34.0,18.27,2019-06-01 00:38:34.0,16.78
2019-06-01 01:08:34.0,13.12,2019-06-01 01:08:34.0,13.72,2019-06-01 01:08:34.0,15.2,2019-06-01 01:08:34.0,10.96,2019-06-01 01:08:34.0,18.26,2019-06-01 01:08:34.0,16.77
2019-06-01 01:38:46.0,13.14,2019-06-01 01:38:46.0,13.72,2019-06-01 01:38:46.0,15.2,2019-06-01 01:38:46.0,10.95,2019-06-01 01:38:46.0,18.26,2019-06-01 01:38:46.0,16.77
2019-06-01 02:08:46.0,13.15,2019-06-01 02:08:46.0,13.72,2019-06-01 02:08:46.0,15.19,2019-06-01 02:08:46.0,10.94,2019-06-01 02:08:46.0,18.25,2019-06-01 02:08:46.0,16.76
2019-06-01 02:38:46.0,13.17,2019-06-01 02:38:46.0,13.71,2019-06-01 02:38:46.0,15.2,2019-06-01 02:38:46.0,10.94,2019-06-01 02:38:46.0,18.24,2019-06-01 02:38:46.0,16.76
2019-06-01 03:08:46.0,14.43,2019-06-01 03:08:46.0,13.68,2019-06-01 03:08:46.0,15.17,2019-06-01 03:08:46.0,10.98,2019-06-01 03:08:46.0,18.3,2019-06-01 03:08:46.0,16.92
2019-06-01 03:38:46.0,15.59,2019-06-01 03:38:46.0,13.75,2019-06-01 03:38:46.0,15.18,2019-06-01 03:38:46.0,10.97,2019-06-01 03:38:46.0,18.29,2019-06-01 03:38:46.0,16.9
2019-06-01 04:08:46.0,16.01,2019-06-01 04:08:46.0,13.85,2019-06-01 04:08:46.0,15.19,2019-06-01 04:08:46.0,10.98,2019-06-01 04:08:46.0,18.29,2019-06-01 04:08:46.0,16.9
2019-06-01 04:38:54.0,16.23,2019-06-01 04:38:54.0,13.95,2019-06-01 04:38:54.0,15.21,2019-06-01 04:38:54.0,10.97,2019-06-01 04:38:54.0,18.28,2019-06-01 04:38:54.0,16.88
2019-06-01 05:08:54.0,16.35,2019-06-01 05:08:54.0,14.04,2019-06-01 05:08:54.0,15.23,2019-06-01 05:08:54.0,10.98,2019-06-01 05:08:54.0,18.28,2019-06-01 05:08:54.0,16.87
2019-06-01 05:38:54.0,16.44,2019-06-01 05:38:54.0,14.13,2019-06-01 05:38:54.0,15.26,2019-06-01 05:38:54.0,10.98,2019-06-01 05:38:54.0,18.28,2019-06-01 05:38:54.0,16.87
2019-06-01 06:08:54.0,16.5,2019-06-01 06:08:54.0,14.21,2019-06-01 06:08:54.0,15.29,2019-06-01 06:08:54.0,10.99,2019-06-01 06:08:54.0,18.27,2019-06-01 06:08:54.0,16.86
2019-06-01 06:38:54.0,16.56,2019-06-01 06:38:54.0,14.28,2019-06-01 06:38:54.0,15.31,2019-06-01 06:38:54.0,10.99,2019-06-01 06:38:54.0,18.27,2019-06-01 06:38:54.0,16.85
2019-06-01 07:08:54.0,16.6,2019-06-01 07:08:54.0,14.35,2019-06-01 07:08:54.0,15.34,2019-06-01 07:08:54.0,11,2019-06-01 07:08:54.0,18.27,2019-06-01 07:08:54.0,16.85
2019-06-01 07:39:04.0,16.61,2019-06-01 07:39:04.0,14.41,2019-06-01 07:39:04.0,15.37,2019-06-01 07:39:04.0,11.01,2019-06-01 07:39:04.0,18.26,2019-06-01 07:39:04.0,16.83
2019-06-01 08:09:04.0,16.61,2019-06-01 08:09:04.0,14.47,2019-06-01 08:09:04.0,15.39,2019-06-01 08:09:04.0,11.01,2019-06-01 08:09:04.0,18.26,2019-06-01 08:09:04.0,16.82
2019-06-01 08:39:04.0,16.58,2019-06-01 08:39:04.0,14.53,2019-06-01 08:39:04.0,15.42,2019-06-01 08:39:04.0,11.02,2019-06-01 08:39:04.0,18.26,2019-06-01 08:39:04.0,16.81
2019-06-01 09:09:04.0,16.52,2019-06-01 09:09:04.0,14.57,2019-06-01 09:09:04.0,15.45,2019-06-01 09:09:04.0,11.03,2019-06-01 09:09:04.0,18.27,2019-06-01 09:09:04.0,16.81
2019-06-01 09:39:04.0,16.42,2019-06-01 09:39:04.0,14.61,2019-06-01 09:39:04.0,15.48,2019-06-01 09:39:04.0,11.05,2019-06-01 09:39:04.0,18.27,2019-06-01 09:39:04.0,16.81
2019-06-01 10:09:04.0,16.3,2019-06-01 10:09:04.0,14.64,2019-06-01 10:09:04.0,15.5,2019-06-01 10:09:04.0,11.06,2019-06-01 10:09:04.0,18.27,2019-06-01 10:09:04.0,16.8
2019-06-01 10:39:14.0,16.16,2019-06-01 10:39:14.0,14.65,2019-06-01 10:39:14.0,15.52,2019-06-01 10:39:14.0,11.07,2019-06-01 10:39:14.0,18.28,2019-06-01 10:39:14.0,16.79
2019-06-01 11:09:14.0,16.02,2019-06-01 11:09:14.0,14.66,2019-06-01 11:09:14.0,15.54,2019-06-01 11:09:14.0,11.07,2019-06-01 11:09:14.0,18.28,2019-06-01 11:09:14.0,16.79
2019-06-01 11:39:14.0,15.86,2019-06-01 11:39:14.0,14.66,2019-06-01 11:39:14.0,15.55,2019-06-01 11:39:14.0,11.08,2019-06-01 11:39:14.0,18.28,2019-06-01 11:39:14.0,16.78
2019-06-01 12:09:14.0,15.68,2019-06-01 12:09:14.0,14.65,2019-06-01 12:09:14.0,15.56,2019-06-01 12:09:14.0,11.09,2019-06-01 12:09:14.0,18.28,2019-06-01 12:09:14.0,16.77
2019-06-01 12:39:14.0,15.49,2019-06-01 12:39:14.0,14.64,2019-06-01 12:39:14.0,15.57,2019-06-01 12:39:14.0,11.09,2019-06-01 12:39:14.0,18.28,2019-06-01 12:39:14.0,16.77
2019-06-01 13:09:14.0,15.31,2019-06-01 13:09:14.0,14.62,2019-06-01 13:09:14.0,15.57,2019-06-01 13:09:14.0,11.09,2019-06-01 13:09:14.0,18.28,2019-06-01 13:09:14.0,16.76
2019-06-01 13:39:26.0,15.15,2019-06-01 13:39:26.0,14.6,2019-06-01 13:39:26.0,15.57,2019-06-01 13:39:26.0,11.09,2019-06-01 13:39:26.0,18.28,2019-06-01 13:39:26.0,16.76
2019-06-01 14:09:26.0,15,2019-06-01 14:09:26.0,14.56,2019-06-01 14:09:26.0,15.56,2019-06-01 14:09:26.0,11.09,2019-06-01 14:09:26.0,18.28,2019-06-01 14:09:26.0,16.76
2019-06-01 14:39:26.0,14.8,2019-06-01 14:39:26.0,14.52,2019-06-01 14:39:26.0,15.55,2019-06-01 14:39:26.0,11.09,2019-06-01 14:39:26.0,18.28,2019-06-01 14:39:26.0,16.76
2019-06-01 15:09:26.0,14.6,2019-06-01 15:09:26.0,14.49,2019-06-01 15:09:26.0,15.54,2019-06-01 15:09:26.0,11.07,2019-06-01 15:09:26.0,18.28,2019-06-01 15:09:26.0,16.76
2019-06-01 15:39:26.0,14.34,2019-06-01 15:39:26.0,14.45,2019-06-01 15:39:26.0,15.52,2019-06-01 15:39:26.0,11.07,2019-06-01 15:39:26.0,18.28,2019-06-01 15:39:26.0,16.75
2019-06-01 16:09:26.0,14.13,2019-06-01 16:09:26.0,14.4,2019-06-01 16:09:26.0,15.5,2019-06-01 16:09:26.0,11.06,2019-06-01 16:09:26.0,18.28,2019-06-01 16:09:26.0,16.75
2019-06-01 16:39:36.0,14.01,2019-06-01 16:39:36.0,14.36,2019-06-01 16:39:36.0,15.48,2019-06-01 16:39:36.0,11.05,2019-06-01 16:39:36.0,18.28,2019-06-01 16:39:36.0,16.75
2019-06-01 17:09:36.0,13.92,2019-06-01 17:09:36.0,14.32,2019-06-01 17:09:36.0,15.47,2019-06-01 17:09:36.0,11.04,2019-06-01 17:09:36.0,18.28,2019-06-01 17:09:36.0,16.74
2019-06-01 17:39:36.0,13.83,2019-06-01 17:39:36.0,14.28,2019-06-01 17:39:36.0,15.44,2019-06-01 17:39:36.0,11.03,2019-06-01 17:39:36.0,18.27,2019-06-01 17:39:36.0,16.73
2019-06-01 18:09:36.0,13.77,2019-06-01 18:09:36.0,14.25,2019-06-01 18:09:36.0,15.42,2019-06-01 18:09:36.0,11.01,2019-06-01 18:09:36.0,18.26,2019-06-01 18:09:36.0,16.73
2019-06-01 18:39:36.0,13.71,2019-06-01 18:39:36.0,14.21,2019-06-01 18:39:36.0,15.4,2019-06-01 18:39:36.0,11.01,2019-06-01 18:39:36.0,18.26,2019-06-01 18:39:36.0,16.73
2019-06-01 19:09:36.0,13.66,2019-06-01 19:09:36.0,14.18,2019-06-01 19:09:36.0,15.39,2019-06-01 19:09:36.0,10.99,2019-06-01 19:09:36.0,18.25,2019-06-01 19:09:36.0,16.73
2019-06-01 19:39:48.0,13.62,2019-06-01 19:39:48.0,14.15,2019-06-01 19:39:48.0,15.36,2019-06-01 19:39:48.0,10.97,2019-06-01 19:39:48.0,18.25,2019-06-01 19:39:48.0,16.72
2019-06-01 20:09:48.0,13.59,2019-06-01 20:09:48.0,14.12,2019-06-01 20:09:48.0,15.34,2019-06-01 20:09:48.0,10.96,2019-06-01 20:09:48.0,18.24,2019-06-01 20:09:48.0,16.72
2019-06-01 20:39:48.0,13.57,2019-06-01 20:39:48.0,14.09,2019-06-01 20:39:48.0,15.33,2019-06-01 20:39:48.0,10.94,2019-06-01 20:39:48.0,18.23,2019-06-01 20:39:48.0,16.72
2019-06-01 21:09:48.0,13.57,2019-06-01 21:09:48.0,14.07,2019-06-01 21:09:48.0,15.31,2019-06-01 21:09:48.0,10.93,2019-06-01 21:09:48.0,18.23,2019-06-01 21:09:48.0,16.71
2019-06-01 21:39:48.0,13.55,2019-06-01 21:39:48.0,14.05,2019-06-01 21:39:48.0,15.3,2019-06-01 21:39:48.0,10.92,2019-06-01 21:39:48.0,18.23,2019-06-01 21:39:48.0,16.72
2019-06-01 22:09:48.0,13.55,2019-06-01 22:09:48.0,14.03,2019-06-01 22:09:48.0,15.29,2019-06-01 22:09:48.0,10.92,2019-06-01 22:09:48.0,18.22,2019-06-01 22:09:48.0,16.71
2019-06-01 22:39:58.0,13.54,2019-06-01 22:39:58.0,14.02,2019-06-01 22:39:58.0,15.28,2019-06-01 22:39:58.0,10.9,2019-06-01 22:39:58.0,18.21,2019-06-01 22:39:58.0,16.7
2019-06-01 23:09:58.0,13.54,2019-06-01 23:09:58.0,14,2019-06-01 23:09:58.0,15.27,2019-06-01 23:09:58.0,10.89,2019-06-01 23:09:58.0,18.2,2019-06-01 23:09:58.0,16.7
2019-06-01 23:39:58.0,13.54,2019-06-01 23:39:58.0,13.99,2019-06-01 23:39:58.0,15.27,2019-06-01 23:39:58.0,10.88,2019-06-01 23:39:58.0,18.2,2019-06-01 23:39:58.0,16.7
2019-06-02 00:09:58.0,13.54,2019-06-02 00:09:58.0,13.98,2019-06-02 00:09:58.0,15.26,2019-06-02 00:09:58.0,10.88,2019-06-02 00:09:58.0,18.19,2019-06-02 00:09:58.0,16.69
2019-06-02 00:39:58.0,13.54,2019-06-02 00:39:58.0,13.97,2019-06-02 00:39:58.0,15.26,2019-06-02 00:39:58.0,10.86,2019-06-02 00:39:58.0,18.19,2019-06-02 00:39:58.0,16.69
