1161 Eucaliptos Ligeira - SoilR40 A 10 cm #1201[%],,1161 Eucaliptos Ligeira - SoilR40 A 20 cm #1201[%],,1161 Eucaliptos Ligeira - SoilR40 A 30 cm #1201[%],,1161 Eucaliptos Ligeira - SoilR40 A 40 cm #1201[%],,1161 Eucaliptos Ligeira - SoilR40 A 50 cm #1201[%],,1161 Eucaliptos Ligeira - SoilR40 A 60 cm #1201[%],
2019-05-30 06:36:54.0,17.73,2019-05-30 06:36:54.0,21.41,2019-05-30 06:36:54.0,16.66,2019-05-30 06:36:54.0,18.24,2019-05-30 06:36:54.0,13.9,2019-05-30 06:36:54.0,12.38
2019-05-30 07:06:54.0,17.73,2019-05-30 07:06:54.0,21.4,2019-05-30 07:06:54.0,16.64,2019-05-30 07:06:54.0,18.22,2019-05-30 07:06:54.0,13.88,2019-05-30 07:06:54.0,12.38
2019-05-30 07:36:54.0,17.72,2019-05-30 07:36:54.0,21.36,2019-05-30 07:36:54.0,16.62,2019-05-30 07:36:54.0,18.19,2019-05-30 07:36:54.0,13.88,2019-05-30 07:36:54.0,12.36
2019-05-30 08:06:54.0,17.71,2019-05-30 08:06:54.0,21.35,2019-05-30 08:06:54.0,16.6,2019-05-30 08:06:54.0,18.18,2019-05-30 08:06:54.0,13.86,2019-05-30 08:06:54.0,12.34
2019-05-30 08:36:54.0,17.68,2019-05-30 08:36:54.0,21.35,2019-05-30 08:36:54.0,16.58,2019-05-30 08:36:54.0,18.17,2019-05-30 08:36:54.0,13.84,2019-05-30 08:36:54.0,12.32
2019-05-30 09:06:54.0,17.64,2019-05-30 09:06:54.0,21.35,2019-05-30 09:06:54.0,16.56,2019-05-30 09:06:54.0,18.14,2019-05-30 09:06:54.0,13.83,2019-05-30 09:06:54.0,12.31
2019-05-30 09:37:02.0,17.61,2019-05-30 09:37:02.0,21.31,2019-05-30 09:37:02.0,16.54,2019-05-30 09:37:02.0,18.12,2019-05-30 09:37:02.0,13.82,2019-05-30 09:37:02.0,12.29
2019-05-30 10:07:02.0,17.51,2019-05-30 10:07:02.0,21.33,2019-05-30 10:07:02.0,16.53,2019-05-30 10:07:02.0,18.1,2019-05-30 10:07:02.0,13.82,2019-05-30 10:07:02.0,12.26
2019-05-30 10:37:02.0,17.45,2019-05-30 10:37:02.0,21.55,2019-05-30 10:37:02.0,16.5,2019-05-30 10:37:02.0,18.07,2019-05-30 10:37:02.0,13.78,2019-05-30 10:37:02.0,12.25
2019-05-30 11:07:02.0,17.38,2019-05-30 11:07:02.0,21.22,2019-05-30 11:07:02.0,16.48,2019-05-30 11:07:02.0,18.06,2019-05-30 11:07:02.0,13.79,2019-05-30 11:07:02.0,12.24
2019-05-30 11:37:02.0,17.3,2019-05-30 11:37:02.0,21.53,2019-05-30 11:37:02.0,16.46,2019-05-30 11:37:02.0,18.02,2019-05-30 11:37:02.0,13.74,2019-05-30 11:37:02.0,12.23
2019-05-30 12:07:02.0,17.23,2019-05-30 12:07:02.0,21.18,2019-05-30 12:07:02.0,16.42,2019-05-30 12:07:02.0,18.02,2019-05-30 12:07:02.0,13.72,2019-05-30 12:07:02.0,12.21
2019-05-30 12:37:10.0,17.14,2019-05-30 12:37:10.0,21.46,2019-05-30 12:37:10.0,16.41,2019-05-30 12:37:10.0,17.98,2019-05-30 12:37:10.0,13.69,2019-05-30 12:37:10.0,12.2
2019-05-30 13:07:10.0,17.05,2019-05-30 13:07:10.0,21.01,2019-05-30 13:07:10.0,16.38,2019-05-30 13:07:10.0,17.97,2019-05-30 13:07:10.0,13.69,2019-05-30 13:07:10.0,12.18
2019-05-30 13:37:10.0,17,2019-05-30 13:37:10.0,20.97,2019-05-30 13:37:10.0,16.33,2019-05-30 13:37:10.0,17.94,2019-05-30 13:37:10.0,13.65,2019-05-30 13:37:10.0,12.17
2019-05-30 14:07:10.0,16.92,2019-05-30 14:07:10.0,20.86,2019-05-30 14:07:10.0,16.3,2019-05-30 14:07:10.0,17.91,2019-05-30 14:07:10.0,13.64,2019-05-30 14:07:10.0,12.16
2019-05-30 14:37:10.0,16.83,2019-05-30 14:37:10.0,21.05,2019-05-30 14:37:10.0,16.26,2019-05-30 14:37:10.0,17.86,2019-05-30 14:37:10.0,13.6,2019-05-30 14:37:10.0,12.15
2019-05-30 15:07:12.0,16.75,2019-05-30 15:07:12.0,20.86,2019-05-30 15:07:12.0,16.22,2019-05-30 15:07:12.0,17.83,2019-05-30 15:07:12.0,13.57,2019-05-30 15:07:12.0,12.14
2019-05-30 15:37:20.0,16.68,2019-05-30 15:37:20.0,20.65,2019-05-30 15:37:20.0,16.18,2019-05-30 15:37:20.0,17.81,2019-05-30 15:37:20.0,13.58,2019-05-30 15:37:20.0,12.12
2019-05-30 16:07:18.0,16.62,2019-05-30 16:07:18.0,20.72,2019-05-30 16:07:18.0,16.16,2019-05-30 16:07:18.0,17.79,2019-05-30 16:07:18.0,13.56,2019-05-30 16:07:18.0,12.11
2019-05-30 16:37:18.0,16.55,2019-05-30 16:37:18.0,20.65,2019-05-30 16:37:18.0,16.13,2019-05-30 16:37:18.0,17.76,2019-05-30 16:37:18.0,13.54,2019-05-30 16:37:18.0,12.1
2019-05-30 17:07:18.0,16.5,2019-05-30 17:07:18.0,20.55,2019-05-30 17:07:18.0,16.09,2019-05-30 17:07:18.0,17.71,2019-05-30 17:07:18.0,13.53,2019-05-30 17:07:18.0,12.08
2019-05-30 17:37:18.0,16.44,2019-05-30 17:37:18.0,20.38,2019-05-30 17:37:18.0,16.03,2019-05-30 17:37:18.0,17.7,2019-05-30 17:37:18.0,13.51,2019-05-30 17:37:18.0,12.07
2019-05-30 18:07:18.0,16.39,2019-05-30 18:07:18.0,20.23,2019-05-30 18:07:18.0,16.02,2019-05-30 18:07:18.0,17.67,2019-05-30 18:07:18.0,13.49,2019-05-30 18:07:18.0,12.06
2019-05-30 18:37:30.0,16.35,2019-05-30 18:37:30.0,19.93,2019-05-30 18:37:30.0,15.95,2019-05-30 18:37:30.0,17.63,2019-05-30 18:37:30.0,13.45,2019-05-30 18:37:30.0,12.04
2019-05-30 19:07:30.0,16.32,2019-05-30 19:07:30.0,19.82,2019-05-30 19:07:30.0,15.91,2019-05-30 19:07:30.0,17.61,2019-05-30 19:07:30.0,13.44,2019-05-30 19:07:30.0,12.03
2019-05-30 19:37:30.0,16.29,2019-05-30 19:37:30.0,19.73,2019-05-30 19:37:30.0,15.88,2019-05-30 19:37:30.0,17.61,2019-05-30 19:37:30.0,13.43,2019-05-30 19:37:30.0,12.01
2019-05-30 20:07:30.0,16.26,2019-05-30 20:07:30.0,19.8,2019-05-30 20:07:30.0,15.87,2019-05-30 20:07:30.0,17.59,2019-05-30 20:07:30.0,13.42,2019-05-30 20:07:30.0,12
2019-05-30 20:37:30.0,16.26,2019-05-30 20:37:30.0,19.55,2019-05-30 20:37:30.0,15.82,2019-05-30 20:37:30.0,17.58,2019-05-30 20:37:30.0,13.4,2019-05-30 20:37:30.0,11.98
2019-05-30 21:07:30.0,16.24,2019-05-30 21:07:30.0,19.74,2019-05-30 21:07:30.0,15.85,2019-05-30 21:07:30.0,17.54,2019-05-30 21:07:30.0,13.38,2019-05-30 21:07:30.0,11.97
2019-05-30 21:37:40.0,16.24,2019-05-30 21:37:40.0,19.67,2019-05-30 21:37:40.0,15.85,2019-05-30 21:37:40.0,17.52,2019-05-30 21:37:40.0,13.36,2019-05-30 21:37:40.0,11.96
2019-05-30 22:07:40.0,16.24,2019-05-30 22:07:40.0,19.58,2019-05-30 22:07:40.0,15.85,2019-05-30 22:07:40.0,17.49,2019-05-30 22:07:40.0,13.33,2019-05-30 22:07:40.0,11.93
2019-05-30 22:37:40.0,16.24,2019-05-30 22:37:40.0,19.84,2019-05-30 22:37:40.0,15.83,2019-05-30 22:37:40.0,17.46,2019-05-30 22:37:40.0,13.32,2019-05-30 22:37:40.0,11.92
2019-05-30 23:07:40.0,16.25,2019-05-30 23:07:40.0,19.44,2019-05-30 23:07:40.0,15.8,2019-05-30 23:07:40.0,17.43,2019-05-30 23:07:40.0,13.3,2019-05-30 23:07:40.0,11.9
2019-05-30 23:37:40.0,16.24,2019-05-30 23:37:40.0,19.73,2019-05-30 23:37:40.0,15.68,2019-05-30 23:37:40.0,17.4,2019-05-30 23:37:40.0,13.28,2019-05-30 23:37:40.0,11.89
2019-05-31 00:07:40.0,16.25,2019-05-31 00:07:40.0,19.57,2019-05-31 00:07:40.0,15.75,2019-05-31 00:07:40.0,17.37,2019-05-31 00:07:40.0,13.27,2019-05-31 00:07:40.0,11.87
2019-05-31 00:37:50.0,16.28,2019-05-31 00:37:50.0,19.38,2019-05-31 00:37:50.0,15.73,2019-05-31 00:37:50.0,17.35,2019-05-31 00:37:50.0,13.25,2019-05-31 00:37:50.0,11.86
2019-05-31 01:07:50.0,16.26,2019-05-31 01:07:50.0,19.38,2019-05-31 01:07:50.0,15.67,2019-05-31 01:07:50.0,17.33,2019-05-31 01:07:50.0,13.23,2019-05-31 01:07:50.0,11.84
2019-05-31 01:37:50.0,16.27,2019-05-31 01:37:50.0,19.4,2019-05-31 01:37:50.0,15.67,2019-05-31 01:37:50.0,17.29,2019-05-31 01:37:50.0,13.2,2019-05-31 01:37:50.0,11.83
2019-05-31 02:07:50.0,16.29,2019-05-31 02:07:50.0,19.24,2019-05-31 02:07:50.0,15.61,2019-05-31 02:07:50.0,17.27,2019-05-31 02:07:50.0,13.2,2019-05-31 02:07:50.0,11.82
2019-05-31 02:37:50.0,16.29,2019-05-31 02:37:50.0,19.25,2019-05-31 02:37:50.0,15.61,2019-05-31 02:37:50.0,17.25,2019-05-31 02:37:50.0,13.18,2019-05-31 02:37:50.0,11.8
2019-05-31 03:07:50.0,16.32,2019-05-31 03:07:50.0,19.19,2019-05-31 03:07:50.0,15.58,2019-05-31 03:07:50.0,17.22,2019-05-31 03:07:50.0,13.16,2019-05-31 03:07:50.0,11.79
2019-05-31 03:38:00.0,16.32,2019-05-31 03:38:00.0,19.22,2019-05-31 03:38:00.0,15.55,2019-05-31 03:38:00.0,17.21,2019-05-31 03:38:00.0,13.16,2019-05-31 03:38:00.0,11.77
2019-05-31 04:08:00.0,16.32,2019-05-31 04:08:00.0,19.17,2019-05-31 04:08:00.0,15.54,2019-05-31 04:08:00.0,17.17,2019-05-31 04:08:00.0,13.14,2019-05-31 04:08:00.0,11.76
2019-05-31 04:38:00.0,16.34,2019-05-31 04:38:00.0,19.16,2019-05-31 04:38:00.0,15.52,2019-05-31 04:38:00.0,17.16,2019-05-31 04:38:00.0,13.12,2019-05-31 04:38:00.0,11.74
2019-05-31 05:08:00.0,16.33,2019-05-31 05:08:00.0,19.22,2019-05-31 05:08:00.0,15.5,2019-05-31 05:08:00.0,17.13,2019-05-31 05:08:00.0,13.12,2019-05-31 05:08:00.0,11.73
2019-05-31 05:38:00.0,16.34,2019-05-31 05:38:00.0,19.16,2019-05-31 05:38:00.0,15.48,2019-05-31 05:38:00.0,17.11,2019-05-31 05:38:00.0,13.1,2019-05-31 05:38:00.0,11.71
2019-05-31 06:08:00.0,16.34,2019-05-31 06:08:00.0,19.19,2019-05-31 06:08:00.0,15.46,2019-05-31 06:08:00.0,17.08,2019-05-31 06:08:00.0,13.08,2019-05-31 06:08:00.0,11.71
2019-05-31 06:38:10.0,16.35,2019-05-31 06:38:10.0,19.13,2019-05-31 06:38:10.0,15.44,2019-05-31 06:38:10.0,17.06,2019-05-31 06:38:10.0,13.06,2019-05-31 06:38:10.0,11.69
2019-05-31 07:08:10.0,16.36,2019-05-31 07:08:10.0,19.11,2019-05-31 07:08:10.0,15.43,2019-05-31 07:08:10.0,17.03,2019-05-31 07:08:10.0,13.05,2019-05-31 07:08:10.0,11.68
2019-05-31 07:38:10.0,16.36,2019-05-31 07:38:10.0,19.11,2019-05-31 07:38:10.0,15.41,2019-05-31 07:38:10.0,17.02,2019-05-31 07:38:10.0,13.05,2019-05-31 07:38:10.0,11.67
2019-05-31 08:08:10.0,16.34,2019-05-31 08:08:10.0,19.05,2019-05-31 08:08:10.0,15.4,2019-05-31 08:08:10.0,17,2019-05-31 08:08:10.0,13.04,2019-05-31 08:08:10.0,11.66
2019-05-31 08:38:10.0,16.33,2019-05-31 08:38:10.0,19.06,2019-05-31 08:38:10.0,15.38,2019-05-31 08:38:10.0,16.99,2019-05-31 08:38:10.0,13.03,2019-05-31 08:38:10.0,11.65
2019-05-31 09:08:10.0,16.31,2019-05-31 09:08:10.0,19.04,2019-05-31 09:08:10.0,15.35,2019-05-31 09:08:10.0,16.97,2019-05-31 09:08:10.0,13.01,2019-05-31 09:08:10.0,11.62
2019-05-31 09:38:20.0,16.28,2019-05-31 09:38:20.0,19.03,2019-05-31 09:38:20.0,15.34,2019-05-31 09:38:20.0,16.96,2019-05-31 09:38:20.0,13,2019-05-31 09:38:20.0,11.62
2019-05-31 10:08:20.0,16.24,2019-05-31 10:08:20.0,18.94,2019-05-31 10:08:20.0,15.34,2019-05-31 10:08:20.0,16.94,2019-05-31 10:08:20.0,13,2019-05-31 10:08:20.0,11.61
2019-05-31 10:38:20.0,16.19,2019-05-31 10:38:20.0,18.95,2019-05-31 10:38:20.0,15.32,2019-05-31 10:38:20.0,16.92,2019-05-31 10:38:20.0,12.99,2019-05-31 10:38:20.0,11.6
2019-05-31 11:08:20.0,16.13,2019-05-31 11:08:20.0,18.95,2019-05-31 11:08:20.0,15.3,2019-05-31 11:08:20.0,16.9,2019-05-31 11:08:20.0,12.98,2019-05-31 11:08:20.0,11.59
2019-05-31 11:38:20.0,16.08,2019-05-31 11:38:20.0,18.92,2019-05-31 11:38:20.0,15.29,2019-05-31 11:38:20.0,16.89,2019-05-31 11:38:20.0,12.97,2019-05-31 11:38:20.0,11.57
2019-05-31 12:08:20.0,16.03,2019-05-31 12:08:20.0,18.99,2019-05-31 12:08:20.0,15.26,2019-05-31 12:08:20.0,16.87,2019-05-31 12:08:20.0,12.96,2019-05-31 12:08:20.0,11.56
2019-05-31 12:38:30.0,15.99,2019-05-31 12:38:30.0,18.99,2019-05-31 12:38:30.0,15.23,2019-05-31 12:38:30.0,16.85,2019-05-31 12:38:30.0,12.96,2019-05-31 12:38:30.0,11.55
2019-05-31 13:08:30.0,15.94,2019-05-31 13:08:30.0,18.99,2019-05-31 13:08:30.0,15.2,2019-05-31 13:08:30.0,16.84,2019-05-31 13:08:30.0,12.95,2019-05-31 13:08:30.0,11.54
2019-05-31 13:38:30.0,15.87,2019-05-31 13:38:30.0,18.98,2019-05-31 13:38:30.0,15.17,2019-05-31 13:38:30.0,16.82,2019-05-31 13:38:30.0,12.94,2019-05-31 13:38:30.0,11.53
2019-05-31 14:08:30.0,15.8,2019-05-31 14:08:30.0,18.97,2019-05-31 14:08:30.0,15.14,2019-05-31 14:08:30.0,16.79,2019-05-31 14:08:30.0,12.93,2019-05-31 14:08:30.0,11.52
2019-05-31 14:38:30.0,15.74,2019-05-31 14:38:30.0,18.95,2019-05-31 14:38:30.0,15.11,2019-05-31 14:38:30.0,16.77,2019-05-31 14:38:30.0,12.92,2019-05-31 14:38:30.0,11.51
2019-05-31 15:08:30.0,15.68,2019-05-31 15:08:30.0,18.94,2019-05-31 15:08:30.0,15.07,2019-05-31 15:08:30.0,16.76,2019-05-31 15:08:30.0,12.91,2019-05-31 15:08:30.0,11.5
2019-05-31 15:38:40.0,15.6,2019-05-31 15:38:40.0,18.92,2019-05-31 15:38:40.0,15.03,2019-05-31 15:38:40.0,16.74,2019-05-31 15:38:40.0,12.9,2019-05-31 15:38:40.0,11.49
2019-05-31 16:08:40.0,15.56,2019-05-31 16:08:40.0,18.78,2019-05-31 16:08:40.0,15,2019-05-31 16:08:40.0,16.73,2019-05-31 16:08:40.0,12.9,2019-05-31 16:08:40.0,11.49
2019-05-31 16:38:40.0,15.5,2019-05-31 16:38:40.0,18.79,2019-05-31 16:38:40.0,14.96,2019-05-31 16:38:40.0,16.71,2019-05-31 16:38:40.0,12.89,2019-05-31 16:38:40.0,11.48
2019-05-31 17:08:40.0,15.47,2019-05-31 17:08:40.0,18.82,2019-05-31 17:08:40.0,14.92,2019-05-31 17:08:40.0,16.69,2019-05-31 17:08:40.0,12.87,2019-05-31 17:08:40.0,11.47
2019-05-31 17:38:40.0,15.44,2019-05-31 17:38:40.0,18.76,2019-05-31 17:38:40.0,14.88,2019-05-31 17:38:40.0,16.68,2019-05-31 17:38:40.0,12.87,2019-05-31 17:38:40.0,11.46
2019-05-31 18:08:40.0,15.41,2019-05-31 18:08:40.0,18.76,2019-05-31 18:08:40.0,14.84,2019-05-31 18:08:40.0,16.65,2019-05-31 18:08:40.0,12.85,2019-05-31 18:08:40.0,11.45
2019-05-31 18:38:40.0,15.42,2019-05-31 18:38:40.0,18.76,2019-05-31 18:38:40.0,14.79,2019-05-31 18:38:40.0,16.61,2019-05-31 18:38:40.0,12.83,2019-05-31 18:38:40.0,11.44
2019-05-31 19:08:50.0,15.38,2019-05-31 19:08:50.0,18.74,2019-05-31 19:08:50.0,14.75,2019-05-31 19:08:50.0,16.59,2019-05-31 19:08:50.0,12.82,2019-05-31 19:08:50.0,11.43
2019-05-31 19:38:50.0,15.35,2019-05-31 19:38:50.0,18.69,2019-05-31 19:38:50.0,14.73,2019-05-31 19:38:50.0,16.57,2019-05-31 19:38:50.0,12.81,2019-05-31 19:38:50.0,11.42
2019-05-31 20:08:50.0,15.4,2019-05-31 20:08:50.0,18.7,2019-05-31 20:08:50.0,14.68,2019-05-31 20:08:50.0,16.56,2019-05-31 20:08:50.0,12.79,2019-05-31 20:08:50.0,11.41
2019-05-31 20:38:50.0,15.4,2019-05-31 20:38:50.0,18.69,2019-05-31 20:38:50.0,14.65,2019-05-31 20:38:50.0,16.54,2019-05-31 20:38:50.0,12.78,2019-05-31 20:38:50.0,11.4
2019-05-31 21:08:50.0,15.36,2019-05-31 21:08:50.0,18.68,2019-05-31 21:08:50.0,14.62,2019-05-31 21:08:50.0,16.51,2019-05-31 21:08:50.0,12.77,2019-05-31 21:08:50.0,11.39
2019-05-31 21:38:50.0,15.35,2019-05-31 21:38:50.0,18.63,2019-05-31 21:38:50.0,14.58,2019-05-31 21:38:50.0,16.5,2019-05-31 21:38:50.0,12.77,2019-05-31 21:38:50.0,11.38
2019-05-31 22:09:00.0,15.36,2019-05-31 22:09:00.0,18.58,2019-05-31 22:09:00.0,14.55,2019-05-31 22:09:00.0,16.47,2019-05-31 22:09:00.0,12.74,2019-05-31 22:09:00.0,11.37
2019-05-31 22:39:00.0,15.36,2019-05-31 22:39:00.0,18.52,2019-05-31 22:39:00.0,14.53,2019-05-31 22:39:00.0,16.45,2019-05-31 22:39:00.0,12.73,2019-05-31 22:39:00.0,11.36
2019-05-31 23:09:00.0,15.37,2019-05-31 23:09:00.0,18.53,2019-05-31 23:09:00.0,14.51,2019-05-31 23:09:00.0,16.43,2019-05-31 23:09:00.0,12.72,2019-05-31 23:09:00.0,11.34
2019-05-31 23:39:00.0,15.38,2019-05-31 23:39:00.0,18.46,2019-05-31 23:39:00.0,14.47,2019-05-31 23:39:00.0,16.41,2019-05-31 23:39:00.0,12.71,2019-05-31 23:39:00.0,11.34
2019-06-01 00:09:00.0,15.39,2019-06-01 00:09:00.0,18.52,2019-06-01 00:09:00.0,14.45,2019-06-01 00:09:00.0,16.38,2019-06-01 00:09:00.0,12.7,2019-06-01 00:09:00.0,11.33
2019-06-01 00:39:00.0,15.41,2019-06-01 00:39:00.0,18.51,2019-06-01 00:39:00.0,14.43,2019-06-01 00:39:00.0,16.37,2019-06-01 00:39:00.0,12.69,2019-06-01 00:39:00.0,11.31
2019-06-01 01:09:12.0,15.42,2019-06-01 01:09:12.0,18.48,2019-06-01 01:09:12.0,14.42,2019-06-01 01:09:12.0,16.34,2019-06-01 01:09:12.0,12.67,2019-06-01 01:09:12.0,11.3
2019-06-01 01:39:12.0,15.43,2019-06-01 01:39:12.0,18.45,2019-06-01 01:39:12.0,14.4,2019-06-01 01:39:12.0,16.33,2019-06-01 01:39:12.0,12.67,2019-06-01 01:39:12.0,11.3
2019-06-01 02:09:12.0,15.44,2019-06-01 02:09:12.0,18.52,2019-06-01 02:09:12.0,14.38,2019-06-01 02:09:12.0,16.3,2019-06-01 02:09:12.0,12.66,2019-06-01 02:09:12.0,11.29
2019-06-01 02:39:12.0,15.46,2019-06-01 02:39:12.0,18.49,2019-06-01 02:39:12.0,14.37,2019-06-01 02:39:12.0,16.29,2019-06-01 02:39:12.0,12.65,2019-06-01 02:39:12.0,11.27
2019-06-01 03:09:12.0,15.48,2019-06-01 03:09:12.0,18.4,2019-06-01 03:09:12.0,14.35,2019-06-01 03:09:12.0,16.27,2019-06-01 03:09:12.0,12.64,2019-06-01 03:09:12.0,11.27
2019-06-01 03:39:12.0,15.49,2019-06-01 03:39:12.0,18.43,2019-06-01 03:39:12.0,14.34,2019-06-01 03:39:12.0,16.25,2019-06-01 03:39:12.0,12.62,2019-06-01 03:39:12.0,11.25
2019-06-01 04:09:22.0,15.51,2019-06-01 04:09:22.0,18.32,2019-06-01 04:09:22.0,14.33,2019-06-01 04:09:22.0,16.24,2019-06-01 04:09:22.0,12.61,2019-06-01 04:09:22.0,11.24
2019-06-01 04:39:20.0,15.52,2019-06-01 04:39:20.0,18.23,2019-06-01 04:39:20.0,14.3,2019-06-01 04:39:20.0,16.22,2019-06-01 04:39:20.0,12.61,2019-06-01 04:39:20.0,11.23
2019-06-01 05:09:20.0,15.53,2019-06-01 05:09:20.0,18.36,2019-06-01 05:09:20.0,14.32,2019-06-01 05:09:20.0,16.21,2019-06-01 05:09:20.0,12.59,2019-06-01 05:09:20.0,11.22
2019-06-01 05:39:20.0,15.55,2019-06-01 05:39:20.0,18.39,2019-06-01 05:39:20.0,14.29,2019-06-01 05:39:20.0,16.19,2019-06-01 05:39:20.0,12.59,2019-06-01 05:39:20.0,11.22
2019-06-01 06:09:20.0,15.57,2019-06-01 06:09:20.0,18.21,2019-06-01 06:09:20.0,14.27,2019-06-01 06:09:20.0,16.18,2019-06-01 06:09:20.0,12.58,2019-06-01 06:09:20.0,11.2
2019-06-01 06:39:20.0,15.57,2019-06-01 06:39:20.0,18.36,2019-06-01 06:39:20.0,14.26,2019-06-01 06:39:20.0,16.16,2019-06-01 06:39:20.0,12.57,2019-06-01 06:39:20.0,11.2
2019-06-01 07:09:30.0,15.58,2019-06-01 07:09:30.0,18.38,2019-06-01 07:09:30.0,14.26,2019-06-01 07:09:30.0,16.15,2019-06-01 07:09:30.0,12.57,2019-06-01 07:09:30.0,11.19
2019-06-01 07:39:30.0,15.59,2019-06-01 07:39:30.0,18.4,2019-06-01 07:39:30.0,14.26,2019-06-01 07:39:30.0,16.14,2019-06-01 07:39:30.0,12.57,2019-06-01 07:39:30.0,11.19
2019-06-01 08:09:30.0,15.59,2019-06-01 08:09:30.0,18.38,2019-06-01 08:09:30.0,14.25,2019-06-01 08:09:30.0,16.14,2019-06-01 08:09:30.0,12.56,2019-06-01 08:09:30.0,11.18
2019-06-01 08:39:30.0,15.6,2019-06-01 08:39:30.0,18.33,2019-06-01 08:39:30.0,14.24,2019-06-01 08:39:30.0,16.12,2019-06-01 08:39:30.0,12.55,2019-06-01 08:39:30.0,11.17
2019-06-01 09:09:30.0,15.6,2019-06-01 09:09:30.0,18.4,2019-06-01 09:09:30.0,14.24,2019-06-01 09:09:30.0,16.11,2019-06-01 09:09:30.0,12.54,2019-06-01 09:09:30.0,11.17
2019-06-01 09:39:30.0,15.55,2019-06-01 09:39:30.0,18.39,2019-06-01 09:39:30.0,14.23,2019-06-01 09:39:30.0,16.11,2019-06-01 09:39:30.0,12.55,2019-06-01 09:39:30.0,11.16
2019-06-01 10:09:40.0,15.51,2019-06-01 10:09:40.0,18.4,2019-06-01 10:09:40.0,14.22,2019-06-01 10:09:40.0,16.09,2019-06-01 10:09:40.0,12.54,2019-06-01 10:09:40.0,11.14
2019-06-01 10:39:40.0,15.6,2019-06-01 10:39:40.0,18.21,2019-06-01 10:39:40.0,14.2,2019-06-01 10:39:40.0,16.09,2019-06-01 10:39:40.0,12.59,2019-06-01 10:39:40.0,11.3
2019-06-01 11:09:40.0,15.78,2019-06-01 11:09:40.0,18.36,2019-06-01 11:09:40.0,14.2,2019-06-01 11:09:40.0,16.08,2019-06-01 11:09:40.0,12.57,2019-06-01 11:09:40.0,11.27
2019-06-01 11:39:40.0,15.98,2019-06-01 11:39:40.0,18.36,2019-06-01 11:39:40.0,14.17,2019-06-01 11:39:40.0,16.06,2019-06-01 11:39:40.0,12.56,2019-06-01 11:39:40.0,11.25
2019-06-01 12:09:40.0,16.1,2019-06-01 12:09:40.0,18.33,2019-06-01 12:09:40.0,14.18,2019-06-01 12:09:40.0,16.05,2019-06-01 12:09:40.0,12.57,2019-06-01 12:09:40.0,11.23
2019-06-01 12:39:40.0,16.15,2019-06-01 12:39:40.0,18.4,2019-06-01 12:39:40.0,14.18,2019-06-01 12:39:40.0,16.04,2019-06-01 12:39:40.0,12.55,2019-06-01 12:39:40.0,11.21
2019-06-01 13:09:50.0,16.16,2019-06-01 13:09:50.0,18.38,2019-06-01 13:09:50.0,14.18,2019-06-01 13:09:50.0,16.03,2019-06-01 13:09:50.0,12.54,2019-06-01 13:09:50.0,11.2
2019-06-01 13:39:50.0,16.13,2019-06-01 13:39:50.0,18.38,2019-06-01 13:39:50.0,14.16,2019-06-01 13:39:50.0,16.01,2019-06-01 13:39:50.0,12.53,2019-06-01 13:39:50.0,11.19
2019-06-01 14:09:50.0,16.08,2019-06-01 14:09:50.0,18.43,2019-06-01 14:09:50.0,14.17,2019-06-01 14:09:50.0,16,2019-06-01 14:09:50.0,12.53,2019-06-01 14:09:50.0,11.17
2019-06-01 14:39:50.0,16.03,2019-06-01 14:39:50.0,18.39,2019-06-01 14:39:50.0,14.16,2019-06-01 14:39:50.0,15.98,2019-06-01 14:39:50.0,12.53,2019-06-01 14:39:50.0,11.16
2019-06-01 15:09:50.0,15.97,2019-06-01 15:09:50.0,18.35,2019-06-01 15:09:50.0,14.14,2019-06-01 15:09:50.0,15.97,2019-06-01 15:09:50.0,12.51,2019-06-01 15:09:50.0,11.15
2019-06-01 15:39:50.0,15.9,2019-06-01 15:39:50.0,18.38,2019-06-01 15:39:50.0,14.14,2019-06-01 15:39:50.0,15.96,2019-06-01 15:39:50.0,12.5,2019-06-01 15:39:50.0,11.14
2019-06-01 16:10:00.0,15.85,2019-06-01 16:10:00.0,18.39,2019-06-01 16:10:00.0,14.12,2019-06-01 16:10:00.0,15.94,2019-06-01 16:10:00.0,12.49,2019-06-01 16:10:00.0,11.12
2019-06-01 16:40:00.0,15.8,2019-06-01 16:40:00.0,18.35,2019-06-01 16:40:00.0,14.12,2019-06-01 16:40:00.0,15.93,2019-06-01 16:40:00.0,12.48,2019-06-01 16:40:00.0,11.11
2019-06-01 17:10:00.0,15.75,2019-06-01 17:10:00.0,18.34,2019-06-01 17:10:00.0,14.11,2019-06-01 17:10:00.0,15.92,2019-06-01 17:10:00.0,12.47,2019-06-01 17:10:00.0,11.1
2019-06-01 17:40:00.0,15.69,2019-06-01 17:40:00.0,18.37,2019-06-01 17:40:00.0,14.11,2019-06-01 17:40:00.0,15.92,2019-06-01 17:40:00.0,12.46,2019-06-01 17:40:00.0,11.1
2019-06-01 18:10:00.0,15.65,2019-06-01 18:10:00.0,18.41,2019-06-01 18:10:00.0,14.09,2019-06-01 18:10:00.0,15.92,2019-06-01 18:10:00.0,12.46,2019-06-01 18:10:00.0,11.09
2019-06-01 18:40:00.0,15.64,2019-06-01 18:40:00.0,18.37,2019-06-01 18:40:00.0,14.07,2019-06-01 18:40:00.0,15.91,2019-06-01 18:40:00.0,12.45,2019-06-01 18:40:00.0,11.08
