1167 Eucaliptos Sul - SoilR40 A 10 cm #1201[%],,1167 Eucaliptos Sul - SoilR40 A 20 cm #1201[%],,1167 Eucaliptos Sul - SoilR40 A 30 cm #1201[%],,1167 Eucaliptos Sul - SoilR40 A 40 cm #1201[%],,1167 Eucaliptos Sul - SoilR40 A 50 cm #1201[%],,1167 Eucaliptos Sul - SoilR40 A 60 cm #1201[%],
2020-06-13 13:25:44.0,16.96,2020-06-13 12:55:44.0,17.7,2020-06-13 12:55:44.0,23.11,2020-06-13 12:55:44.0,26.57,2020-06-13 12:55:44.0,29.34,2020-06-13 12:55:44.0,27.54
2020-06-13 13:55:44.0,16.83,2020-06-13 13:25:44.0,17.62,2020-06-13 13:25:44.0,23.1,2020-06-13 13:25:44.0,26.56,2020-06-13 13:25:44.0,29.34,2020-06-13 13:25:44.0,27.55
2020-06-13 14:25:44.0,16.72,2020-06-13 13:55:44.0,17.54,2020-06-13 13:55:44.0,23.07,2020-06-13 13:55:44.0,26.55,2020-06-13 13:55:44.0,29.69,2020-06-13 13:55:44.0,27.56
2020-06-13 14:55:54.0,16.65,2020-06-13 14:25:44.0,17.46,2020-06-13 14:25:44.0,23.05,2020-06-13 14:25:44.0,26.53,2020-06-13 14:25:44.0,29.5,2020-06-13 14:25:44.0,27.57
2020-06-13 15:25:54.0,16.59,2020-06-13 14:55:54.0,17.37,2020-06-13 14:55:54.0,23.02,2020-06-13 14:55:54.0,26.52,2020-06-13 14:55:54.0,29.68,2020-06-13 14:55:54.0,27.57
2020-06-13 15:55:54.0,16.53,2020-06-13 15:25:54.0,17.29,2020-06-13 15:25:54.0,23,2020-06-13 15:25:54.0,26.52,2020-06-13 15:25:54.0,29.33,2020-06-13 15:25:54.0,27.59
2020-06-13 16:25:54.0,16.48,2020-06-13 15:55:54.0,17.2,2020-06-13 15:55:54.0,22.97,2020-06-13 15:55:54.0,26.48,2020-06-13 15:55:54.0,29.59,2020-06-13 15:55:54.0,27.6
2020-06-13 16:55:54.0,16.42,2020-06-13 16:25:54.0,17.13,2020-06-13 16:25:54.0,22.93,2020-06-13 16:25:54.0,26.46,2020-06-13 16:25:54.0,29.34,2020-06-13 16:25:54.0,27.6
2020-06-13 17:25:54.0,16.37,2020-06-13 16:55:54.0,17.07,2020-06-13 16:55:54.0,22.9,2020-06-13 16:55:54.0,26.44,2020-06-13 16:55:54.0,30.16,2020-06-13 16:55:54.0,27.61
2020-06-13 17:56:02.0,16.31,2020-06-13 17:25:54.0,17.01,2020-06-13 17:25:54.0,22.87,2020-06-13 17:25:54.0,26.41,2020-06-13 17:25:54.0,30.18,2020-06-13 17:25:54.0,27.59
2020-06-13 18:26:02.0,16.25,2020-06-13 17:56:02.0,16.96,2020-06-13 17:56:02.0,22.85,2020-06-13 17:56:02.0,26.39,2020-06-13 17:56:02.0,29.7,2020-06-13 17:56:02.0,27.59
2020-06-13 18:56:02.0,16.22,2020-06-13 18:26:02.0,16.9,2020-06-13 18:26:02.0,22.82,2020-06-13 18:26:02.0,26.36,2020-06-13 18:26:02.0,29.35,2020-06-13 18:26:02.0,27.61
2020-06-13 19:26:02.0,16.18,2020-06-13 18:56:02.0,16.85,2020-06-13 18:56:02.0,22.79,2020-06-13 18:56:02.0,26.33,2020-06-13 18:56:02.0,29.84,2020-06-13 18:56:02.0,27.6
2020-06-13 19:56:02.0,16.17,2020-06-13 19:26:02.0,16.81,2020-06-13 19:26:02.0,22.77,2020-06-13 19:26:02.0,26.31,2020-06-13 19:26:02.0,29.89,2020-06-13 19:26:02.0,27.61
2020-06-13 20:26:02.0,16.17,2020-06-13 19:56:02.0,16.76,2020-06-13 19:56:02.0,22.75,2020-06-13 19:56:02.0,26.28,2020-06-13 19:56:02.0,29.68,2020-06-13 19:56:02.0,27.61
2020-06-13 20:56:10.0,16.18,2020-06-13 20:26:02.0,16.73,2020-06-13 20:26:02.0,22.72,2020-06-13 20:26:02.0,26.26,2020-06-13 20:26:02.0,29.28,2020-06-13 20:26:02.0,27.61
2020-06-13 21:26:10.0,16.2,2020-06-13 20:56:10.0,16.69,2020-06-13 20:56:10.0,22.7,2020-06-13 20:56:10.0,26.24,2020-06-13 20:56:10.0,29.13,2020-06-13 20:56:10.0,27.62
2020-06-13 21:56:10.0,16.22,2020-06-13 21:26:10.0,16.67,2020-06-13 21:26:10.0,22.68,2020-06-13 21:26:10.0,26.22,2020-06-13 21:26:10.0,29.13,2020-06-13 21:26:10.0,27.62
2020-06-13 22:26:10.0,16.25,2020-06-13 21:56:10.0,16.64,2020-06-13 21:56:10.0,22.66,2020-06-13 21:56:10.0,26.2,2020-06-13 21:56:10.0,29.13,2020-06-13 21:56:10.0,27.62
2020-06-13 22:56:10.0,16.28,2020-06-13 22:26:10.0,16.62,2020-06-13 22:26:10.0,22.63,2020-06-13 22:26:10.0,26.18,2020-06-13 22:26:10.0,29.14,2020-06-13 22:26:10.0,27.62
2020-06-13 23:26:10.0,16.31,2020-06-13 22:56:10.0,16.61,2020-06-13 22:56:10.0,22.61,2020-06-13 22:56:10.0,26.17,2020-06-13 22:56:10.0,29.13,2020-06-13 22:56:10.0,27.62
2020-06-13 23:56:18.0,16.34,2020-06-13 23:26:10.0,16.59,2020-06-13 23:26:10.0,22.6,2020-06-13 23:26:10.0,26.15,2020-06-13 23:26:10.0,29.13,2020-06-13 23:26:10.0,27.6
2020-06-14 00:26:18.0,16.38,2020-06-13 23:56:18.0,16.6,2020-06-13 23:56:18.0,22.59,2020-06-13 23:56:18.0,26.14,2020-06-13 23:56:18.0,29.13,2020-06-13 23:56:18.0,27.59
2020-06-14 00:56:18.0,16.42,2020-06-14 00:26:18.0,16.59,2020-06-14 00:26:18.0,22.58,2020-06-14 00:26:18.0,26.12,2020-06-14 00:26:18.0,29.12,2020-06-14 00:26:18.0,27.59
2020-06-14 01:26:18.0,16.46,2020-06-14 00:56:18.0,16.6,2020-06-14 00:56:18.0,22.57,2020-06-14 00:56:18.0,26.12,2020-06-14 00:56:18.0,29.12,2020-06-14 00:56:18.0,27.59
2020-06-14 01:56:18.0,16.49,2020-06-14 01:26:18.0,16.6,2020-06-14 01:26:18.0,22.57,2020-06-14 01:26:18.0,26.12,2020-06-14 01:26:18.0,29.12,2020-06-14 01:26:18.0,27.58
2020-06-14 02:26:18.0,16.53,2020-06-14 01:56:18.0,16.61,2020-06-14 01:56:18.0,22.57,2020-06-14 01:56:18.0,26.11,2020-06-14 01:56:18.0,29.11,2020-06-14 01:56:18.0,27.58
2020-06-14 02:56:26.0,16.57,2020-06-14 02:26:18.0,16.62,2020-06-14 02:26:18.0,22.57,2020-06-14 02:26:18.0,26.1,2020-06-14 02:26:18.0,29.11,2020-06-14 02:26:18.0,27.58
2020-06-14 03:26:26.0,16.61,2020-06-14 02:56:26.0,16.62,2020-06-14 02:56:26.0,22.57,2020-06-14 02:56:26.0,26.1,2020-06-14 02:56:26.0,29.13,2020-06-14 02:56:26.0,27.57
2020-06-14 03:56:26.0,16.65,2020-06-14 03:26:26.0,16.63,2020-06-14 03:26:26.0,22.57,2020-06-14 03:26:26.0,26.1,2020-06-14 03:26:26.0,29.1,2020-06-14 03:26:26.0,27.58
2020-06-14 04:26:26.0,16.68,2020-06-14 03:56:26.0,16.65,2020-06-14 03:56:26.0,22.58,2020-06-14 03:56:26.0,26.1,2020-06-14 03:56:26.0,29.1,2020-06-14 03:56:26.0,27.57
2020-06-14 04:56:26.0,16.72,2020-06-14 04:26:26.0,16.67,2020-06-14 04:26:26.0,22.58,2020-06-14 04:26:26.0,26.1,2020-06-14 04:26:26.0,29.1,2020-06-14 04:26:26.0,27.58
2020-06-14 05:26:26.0,16.75,2020-06-14 04:56:26.0,16.68,2020-06-14 04:56:26.0,22.58,2020-06-14 04:56:26.0,26.11,2020-06-14 04:56:26.0,29.09,2020-06-14 04:56:26.0,27.58
2020-06-14 05:56:26.0,16.79,2020-06-14 05:26:26.0,16.69,2020-06-14 05:26:26.0,22.59,2020-06-14 05:26:26.0,26.11,2020-06-14 05:26:26.0,29.09,2020-06-14 05:26:26.0,27.59
2020-06-14 06:26:38.0,16.81,2020-06-14 05:56:26.0,16.7,2020-06-14 05:56:26.0,22.59,2020-06-14 05:56:26.0,26.12,2020-06-14 05:56:26.0,29.1,2020-06-14 05:56:26.0,27.59
2020-06-14 06:56:38.0,16.83,2020-06-14 06:26:38.0,16.72,2020-06-14 06:26:38.0,22.6,2020-06-14 06:26:38.0,26.12,2020-06-14 06:26:38.0,29.05,2020-06-14 06:26:38.0,27.59
2020-06-14 07:26:38.0,16.84,2020-06-14 06:56:38.0,16.73,2020-06-14 06:56:38.0,22.59,2020-06-14 06:56:38.0,26.12,2020-06-14 06:56:38.0,29.05,2020-06-14 06:56:38.0,27.59
2020-06-14 07:56:38.0,16.85,2020-06-14 07:26:38.0,16.75,2020-06-14 07:26:38.0,22.59,2020-06-14 07:26:38.0,26.12,2020-06-14 07:26:38.0,29.14,2020-06-14 07:26:38.0,27.59
2020-06-14 08:26:38.0,16.84,2020-06-14 07:56:38.0,16.76,2020-06-14 07:56:38.0,22.6,2020-06-14 07:56:38.0,26.13,2020-06-14 07:56:38.0,29.31,2020-06-14 07:56:38.0,27.6
2020-06-14 08:56:38.0,16.81,2020-06-14 08:26:38.0,16.77,2020-06-14 08:26:38.0,22.61,2020-06-14 08:26:38.0,26.14,2020-06-14 08:26:38.0,29.76,2020-06-14 08:26:38.0,27.6
2020-06-14 09:26:50.0,16.78,2020-06-14 08:56:38.0,16.79,2020-06-14 08:56:38.0,22.61,2020-06-14 08:56:38.0,26.14,2020-06-14 08:56:38.0,30.15,2020-06-14 08:56:38.0,27.61
2020-06-14 09:56:50.0,16.72,2020-06-14 09:26:50.0,16.79,2020-06-14 09:26:50.0,22.61,2020-06-14 09:26:50.0,26.15,2020-06-14 09:26:50.0,29.49,2020-06-14 09:26:50.0,27.61
2020-06-14 10:26:50.0,16.66,2020-06-14 09:56:50.0,16.78,2020-06-14 09:56:50.0,22.61,2020-06-14 09:56:50.0,26.16,2020-06-14 09:56:50.0,29.83,2020-06-14 09:56:50.0,27.62
2020-06-14 10:56:50.0,16.58,2020-06-14 10:26:50.0,16.76,2020-06-14 10:26:50.0,22.61,2020-06-14 10:26:50.0,26.17,2020-06-14 10:26:50.0,29.7,2020-06-14 10:26:50.0,27.63
2020-06-14 11:26:50.0,16.49,2020-06-14 10:56:50.0,16.73,2020-06-14 10:56:50.0,22.61,2020-06-14 10:56:50.0,26.18,2020-06-14 10:56:50.0,30.18,2020-06-14 10:56:50.0,27.63
2020-06-14 11:56:50.0,16.39,2020-06-14 11:26:50.0,16.69,2020-06-14 11:26:50.0,22.6,2020-06-14 11:26:50.0,26.18,2020-06-14 11:26:50.0,29.56,2020-06-14 11:26:50.0,27.63
2020-06-14 12:27:00.0,16.29,2020-06-14 11:56:50.0,16.64,2020-06-14 11:56:50.0,22.59,2020-06-14 11:56:50.0,26.18,2020-06-14 11:56:50.0,29.48,2020-06-14 11:56:50.0,27.65
2020-06-14 12:57:00.0,16.19,2020-06-14 12:27:00.0,16.59,2020-06-14 12:27:00.0,22.57,2020-06-14 12:27:00.0,26.18,2020-06-14 12:27:00.0,29.76,2020-06-14 12:27:00.0,27.66
2020-06-14 13:27:00.0,16.11,2020-06-14 12:57:00.0,16.53,2020-06-14 12:57:00.0,22.56,2020-06-14 12:57:00.0,26.18,2020-06-14 12:57:00.0,29.92,2020-06-14 12:57:00.0,27.66
2020-06-14 13:57:00.0,16.02,2020-06-14 13:27:00.0,16.47,2020-06-14 13:27:00.0,22.53,2020-06-14 13:27:00.0,26.18,2020-06-14 13:27:00.0,29.28,2020-06-14 13:27:00.0,27.67
2020-06-14 14:27:00.0,15.91,2020-06-14 13:57:00.0,16.41,2020-06-14 13:57:00.0,22.51,2020-06-14 13:57:00.0,26.17,2020-06-14 13:57:00.0,29.2,2020-06-14 13:57:00.0,27.67
2020-06-14 14:57:00.0,15.81,2020-06-14 14:27:00.0,16.34,2020-06-14 14:27:00.0,22.48,2020-06-14 14:27:00.0,26.15,2020-06-14 14:27:00.0,29.2,2020-06-14 14:27:00.0,27.68
2020-06-14 15:27:10.0,15.73,2020-06-14 14:57:00.0,16.28,2020-06-14 14:57:00.0,22.46,2020-06-14 14:57:00.0,26.15,2020-06-14 14:57:00.0,29.38,2020-06-14 14:57:00.0,27.68
2020-06-14 15:57:10.0,15.65,2020-06-14 15:27:10.0,16.23,2020-06-14 15:27:10.0,22.43,2020-06-14 15:27:10.0,26.13,2020-06-14 15:27:10.0,29.57,2020-06-14 15:27:10.0,27.69
2020-06-14 16:27:10.0,15.59,2020-06-14 15:57:10.0,16.17,2020-06-14 15:57:10.0,22.41,2020-06-14 15:57:10.0,26.1,2020-06-14 15:57:10.0,30.03,2020-06-14 15:57:10.0,27.68
2020-06-14 16:57:10.0,15.54,2020-06-14 16:27:10.0,16.12,2020-06-14 16:27:10.0,22.38,2020-06-14 16:27:10.0,26.08,2020-06-14 16:27:10.0,29.49,2020-06-14 16:27:10.0,27.69
2020-06-14 17:27:10.0,15.49,2020-06-14 16:57:10.0,16.06,2020-06-14 16:57:10.0,22.35,2020-06-14 16:57:10.0,26.05,2020-06-14 16:57:10.0,30.02,2020-06-14 16:57:10.0,27.69
2020-06-14 17:57:10.0,15.47,2020-06-14 17:27:10.0,16.01,2020-06-14 17:27:10.0,22.33,2020-06-14 17:27:10.0,26.03,2020-06-14 17:27:10.0,30.17,2020-06-14 17:27:10.0,27.69
2020-06-14 18:27:20.0,15.43,2020-06-14 17:57:10.0,15.97,2020-06-14 17:57:10.0,22.3,2020-06-14 17:57:10.0,26.01,2020-06-14 17:57:10.0,29.51,2020-06-14 17:57:10.0,27.69
2020-06-14 18:57:20.0,15.4,2020-06-14 18:27:20.0,15.93,2020-06-14 18:27:20.0,22.27,2020-06-14 18:27:20.0,25.98,2020-06-14 18:27:20.0,29.68,2020-06-14 18:27:20.0,27.69
2020-06-14 19:27:20.0,15.39,2020-06-14 18:57:20.0,15.88,2020-06-14 18:57:20.0,22.23,2020-06-14 18:57:20.0,25.95,2020-06-14 18:57:20.0,30.16,2020-06-14 18:57:20.0,27.68
2020-06-14 19:57:20.0,15.39,2020-06-14 19:27:20.0,15.84,2020-06-14 19:27:20.0,22.2,2020-06-14 19:27:20.0,25.93,2020-06-14 19:27:20.0,29.78,2020-06-14 19:27:20.0,27.68
2020-06-14 20:27:20.0,15.42,2020-06-14 19:57:20.0,15.81,2020-06-14 19:57:20.0,22.18,2020-06-14 19:57:20.0,25.9,2020-06-14 19:57:20.0,29.53,2020-06-14 19:57:20.0,27.68
2020-06-14 20:57:20.0,15.44,2020-06-14 20:27:20.0,15.78,2020-06-14 20:27:20.0,22.16,2020-06-14 20:27:20.0,25.87,2020-06-14 20:27:20.0,29.09,2020-06-14 20:27:20.0,27.67
2020-06-14 21:27:28.0,15.47,2020-06-14 20:57:20.0,15.76,2020-06-14 20:57:20.0,22.14,2020-06-14 20:57:20.0,25.85,2020-06-14 20:57:20.0,28.94,2020-06-14 20:57:20.0,27.67
2020-06-14 21:57:28.0,15.5,2020-06-14 21:27:28.0,15.74,2020-06-14 21:27:28.0,22.11,2020-06-14 21:27:28.0,25.83,2020-06-14 21:27:28.0,28.92,2020-06-14 21:27:28.0,27.67
2020-06-14 22:27:28.0,15.54,2020-06-14 21:57:28.0,15.73,2020-06-14 21:57:28.0,22.1,2020-06-14 21:57:28.0,25.8,2020-06-14 21:57:28.0,28.92,2020-06-14 21:57:28.0,27.67
2020-06-14 22:57:28.0,15.58,2020-06-14 22:27:28.0,15.72,2020-06-14 22:27:28.0,22.07,2020-06-14 22:27:28.0,25.79,2020-06-14 22:27:28.0,28.92,2020-06-14 22:27:28.0,27.66
2020-06-14 23:27:28.0,15.63,2020-06-14 22:57:28.0,15.71,2020-06-14 22:57:28.0,22.06,2020-06-14 22:57:28.0,25.78,2020-06-14 22:57:28.0,28.92,2020-06-14 22:57:28.0,27.66
2020-06-14 23:57:28.0,15.67,2020-06-14 23:27:28.0,15.71,2020-06-14 23:27:28.0,22.05,2020-06-14 23:27:28.0,25.75,2020-06-14 23:27:28.0,28.92,2020-06-14 23:27:28.0,27.64
2020-06-15 00:27:38.0,15.72,2020-06-14 23:57:28.0,15.72,2020-06-14 23:57:28.0,22.03,2020-06-14 23:57:28.0,25.75,2020-06-14 23:57:28.0,28.92,2020-06-14 23:57:28.0,27.64
2020-06-15 00:57:38.0,15.77,2020-06-15 00:27:38.0,15.72,2020-06-15 00:27:38.0,22.02,2020-06-15 00:27:38.0,25.74,2020-06-15 00:27:38.0,28.92,2020-06-15 00:27:38.0,27.63
2020-06-15 01:27:38.0,15.81,2020-06-15 00:57:38.0,15.73,2020-06-15 00:57:38.0,22.02,2020-06-15 00:57:38.0,25.72,2020-06-15 00:57:38.0,28.9,2020-06-15 00:57:38.0,27.62
2020-06-15 01:57:38.0,15.86,2020-06-15 01:27:38.0,15.73,2020-06-15 01:27:38.0,22.01,2020-06-15 01:27:38.0,25.72,2020-06-15 01:27:38.0,28.9,2020-06-15 01:27:38.0,27.61
2020-06-15 02:27:38.0,15.89,2020-06-15 01:57:38.0,15.74,2020-06-15 01:57:38.0,22.01,2020-06-15 01:57:38.0,25.72,2020-06-15 01:57:38.0,28.9,2020-06-15 01:57:38.0,27.61
2020-06-15 02:57:38.0,15.93,2020-06-15 02:27:38.0,15.75,2020-06-15 02:27:38.0,22.01,2020-06-15 02:27:38.0,25.71,2020-06-15 02:27:38.0,28.89,2020-06-15 02:27:38.0,27.61
2020-06-15 03:27:46.0,15.98,2020-06-15 02:57:38.0,15.76,2020-06-15 02:57:38.0,22.01,2020-06-15 02:57:38.0,25.71,2020-06-15 02:57:38.0,28.89,2020-06-15 02:57:38.0,27.6
2020-06-15 03:57:46.0,16.02,2020-06-15 03:27:46.0,15.78,2020-06-15 03:27:46.0,22.01,2020-06-15 03:27:46.0,25.71,2020-06-15 03:27:46.0,28.88,2020-06-15 03:27:46.0,27.59
2020-06-15 04:27:46.0,16.06,2020-06-15 03:57:46.0,15.79,2020-06-15 03:57:46.0,22.02,2020-06-15 03:57:46.0,25.71,2020-06-15 03:57:46.0,28.88,2020-06-15 03:57:46.0,27.59
2020-06-15 04:57:46.0,16.1,2020-06-15 04:27:46.0,15.81,2020-06-15 04:27:46.0,22.01,2020-06-15 04:27:46.0,25.72,2020-06-15 04:27:46.0,28.87,2020-06-15 04:27:46.0,27.59
2020-06-15 05:27:46.0,16.14,2020-06-15 04:57:46.0,15.83,2020-06-15 04:57:46.0,22.03,2020-06-15 04:57:46.0,25.72,2020-06-15 04:57:46.0,28.87,2020-06-15 04:57:46.0,27.59
2020-06-15 05:57:46.0,16.16,2020-06-15 05:27:46.0,15.84,2020-06-15 05:27:46.0,22.03,2020-06-15 05:27:46.0,25.74,2020-06-15 05:27:46.0,28.87,2020-06-15 05:27:46.0,27.58
2020-06-15 06:27:56.0,16.16,2020-06-15 05:57:46.0,15.86,2020-06-15 05:57:46.0,22.04,2020-06-15 05:57:46.0,25.74,2020-06-15 05:57:46.0,28.86,2020-06-15 05:57:46.0,27.59
2020-06-15 06:57:56.0,16.19,2020-06-15 06:27:56.0,15.87,2020-06-15 06:27:56.0,22.04,2020-06-15 06:27:56.0,25.74,2020-06-15 06:27:56.0,28.86,2020-06-15 06:27:56.0,27.59
2020-06-15 07:27:56.0,16.2,2020-06-15 06:57:56.0,15.89,2020-06-15 06:57:56.0,22.04,2020-06-15 06:57:56.0,25.74,2020-06-15 06:57:56.0,28.82,2020-06-15 06:57:56.0,27.58
2020-06-15 07:57:56.0,16.21,2020-06-15 07:27:56.0,15.9,2020-06-15 07:27:56.0,22.06,2020-06-15 07:27:56.0,25.75,2020-06-15 07:27:56.0,28.88,2020-06-15 07:27:56.0,27.57
2020-06-15 08:27:56.0,16.21,2020-06-15 07:57:56.0,15.92,2020-06-15 07:57:56.0,22.06,2020-06-15 07:57:56.0,25.77,2020-06-15 07:57:56.0,28.91,2020-06-15 07:57:56.0,27.58
2020-06-15 08:57:56.0,16.18,2020-06-15 08:27:56.0,15.92,2020-06-15 08:27:56.0,22.07,2020-06-15 08:27:56.0,25.77,2020-06-15 08:27:56.0,29.15,2020-06-15 08:27:56.0,27.58
2020-06-15 09:28:06.0,16.15,2020-06-15 08:57:56.0,15.93,2020-06-15 08:57:56.0,22.08,2020-06-15 08:57:56.0,25.77,2020-06-15 08:57:56.0,30.08,2020-06-15 08:57:56.0,27.58
2020-06-15 09:58:06.0,16.09,2020-06-15 09:28:06.0,15.94,2020-06-15 09:28:06.0,22.08,2020-06-15 09:28:06.0,25.79,2020-06-15 09:28:06.0,29.42,2020-06-15 09:28:06.0,27.6
2020-06-15 10:28:06.0,16.02,2020-06-15 09:58:06.0,15.93,2020-06-15 09:58:06.0,22.08,2020-06-15 09:58:06.0,25.8,2020-06-15 09:58:06.0,29.79,2020-06-15 09:58:06.0,27.6
2020-06-15 10:58:06.0,15.95,2020-06-15 10:28:06.0,15.92,2020-06-15 10:28:06.0,22.08,2020-06-15 10:28:06.0,25.8,2020-06-15 10:28:06.0,29.56,2020-06-15 10:28:06.0,27.61
2020-06-15 11:28:06.0,15.87,2020-06-15 10:58:06.0,15.9,2020-06-15 10:58:06.0,22.09,2020-06-15 10:58:06.0,25.81,2020-06-15 10:58:06.0,30.09,2020-06-15 10:58:06.0,27.6
2020-06-15 11:58:06.0,15.77,2020-06-15 11:28:06.0,15.88,2020-06-15 11:28:06.0,22.08,2020-06-15 11:28:06.0,25.82,2020-06-15 11:28:06.0,29.21,2020-06-15 11:28:06.0,27.61
2020-06-15 12:28:14.0,15.67,2020-06-15 11:58:06.0,15.84,2020-06-15 11:58:06.0,22.07,2020-06-15 11:58:06.0,25.82,2020-06-15 11:58:06.0,29.62,2020-06-15 11:58:06.0,27.61
2020-06-15 12:58:14.0,15.6,2020-06-15 12:28:14.0,15.8,2020-06-15 12:28:14.0,22.07,2020-06-15 12:28:14.0,25.82,2020-06-15 12:28:14.0,29.27,2020-06-15 12:28:14.0,27.62
2020-06-15 13:28:14.0,15.89,2020-06-15 12:58:14.0,15.76,2020-06-15 12:58:14.0,22.05,2020-06-15 12:58:14.0,25.83,2020-06-15 12:58:14.0,29.72,2020-06-15 12:58:14.0,27.63
2020-06-15 13:58:14.0,15.77,2020-06-15 13:28:14.0,15.61,2020-06-15 13:28:14.0,22.08,2020-06-15 13:28:14.0,25.89,2020-06-15 13:28:14.0,30.1,2020-06-15 13:28:14.0,27.64
2020-06-15 14:28:14.0,16.01,2020-06-15 13:58:14.0,15.6,2020-06-15 13:58:14.0,22.05,2020-06-15 13:58:14.0,25.88,2020-06-15 13:58:14.0,29.17,2020-06-15 13:58:14.0,27.58
2020-06-15 14:58:14.0,16.18,2020-06-15 14:28:14.0,15.59,2020-06-15 14:28:14.0,22.02,2020-06-15 14:28:14.0,25.85,2020-06-15 14:28:14.0,29.36,2020-06-15 14:28:14.0,27.64
2020-06-15 15:28:22.0,16.24,2020-06-15 14:58:14.0,15.61,2020-06-15 14:58:14.0,22.01,2020-06-15 14:58:14.0,25.84,2020-06-15 14:58:14.0,29.21,2020-06-15 14:58:14.0,27.65
2020-06-15 15:58:22.0,16.24,2020-06-15 15:28:22.0,15.61,2020-06-15 15:28:22.0,21.99,2020-06-15 15:28:22.0,25.82,2020-06-15 15:28:22.0,30.08,2020-06-15 15:28:22.0,27.65
2020-06-15 16:28:22.0,16.17,2020-06-15 15:58:22.0,15.62,2020-06-15 15:58:22.0,21.96,2020-06-15 15:58:22.0,25.79,2020-06-15 15:58:22.0,30.08,2020-06-15 15:58:22.0,27.65
2020-06-15 16:58:22.0,16.17,2020-06-15 16:28:22.0,15.62,2020-06-15 16:28:22.0,21.95,2020-06-15 16:28:22.0,25.77,2020-06-15 16:28:22.0,30.06,2020-06-15 16:28:22.0,27.64
2020-06-15 17:28:22.0,16.15,2020-06-15 16:58:22.0,15.6,2020-06-15 16:58:22.0,21.94,2020-06-15 16:58:22.0,25.75,2020-06-15 16:58:22.0,29.81,2020-06-15 16:58:22.0,27.65
2020-06-15 17:58:22.0,16.11,2020-06-15 17:28:22.0,15.59,2020-06-15 17:28:22.0,21.92,2020-06-15 17:28:22.0,25.74,2020-06-15 17:28:22.0,29.51,2020-06-15 17:28:22.0,27.65
2020-06-15 18:28:30.0,16.07,2020-06-15 17:58:22.0,15.58,2020-06-15 17:58:22.0,21.9,2020-06-15 17:58:22.0,25.72,2020-06-15 17:58:22.0,29.5,2020-06-15 17:58:22.0,27.65
2020-06-15 18:58:30.0,16.04,2020-06-15 18:28:30.0,15.56,2020-06-15 18:28:30.0,21.89,2020-06-15 18:28:30.0,25.69,2020-06-15 18:28:30.0,30.01,2020-06-15 18:28:30.0,27.65
2020-06-15 19:28:30.0,16.03,2020-06-15 18:58:30.0,15.55,2020-06-15 18:58:30.0,21.87,2020-06-15 18:58:30.0,25.68,2020-06-15 18:58:30.0,29.98,2020-06-15 18:58:30.0,27.64
2020-06-15 19:58:30.0,16.01,2020-06-15 19:28:30.0,15.54,2020-06-15 19:28:30.0,21.86,2020-06-15 19:28:30.0,25.66,2020-06-15 19:28:30.0,29.84,2020-06-15 19:28:30.0,27.63
2020-06-15 20:28:30.0,16,2020-06-15 19:58:30.0,15.53,2020-06-15 19:58:30.0,21.85,2020-06-15 19:58:30.0,25.64,2020-06-15 19:58:30.0,29.53,2020-06-15 19:58:30.0,27.64
2020-06-15 20:58:30.0,16.01,2020-06-15 20:28:30.0,15.54,2020-06-15 20:28:30.0,21.84,2020-06-15 20:28:30.0,25.64,2020-06-15 20:28:30.0,28.9,2020-06-15 20:28:30.0,27.63
2020-06-15 21:28:40.0,16.02,2020-06-15 20:58:30.0,15.53,2020-06-15 20:58:30.0,21.83,2020-06-15 20:58:30.0,25.62,2020-06-15 20:58:30.0,28.74,2020-06-15 20:58:30.0,27.63
2020-06-15 21:58:40.0,16.04,2020-06-15 21:28:40.0,15.53,2020-06-15 21:28:40.0,21.83,2020-06-15 21:28:40.0,25.61,2020-06-15 21:28:40.0,28.71,2020-06-15 21:28:40.0,27.63
2020-06-15 22:28:40.0,16.02,2020-06-15 21:58:40.0,15.53,2020-06-15 21:58:40.0,21.83,2020-06-15 21:58:40.0,25.61,2020-06-15 21:58:40.0,28.71,2020-06-15 21:58:40.0,27.63
2020-06-15 22:58:40.0,16.07,2020-06-15 22:28:40.0,15.54,2020-06-15 22:28:40.0,21.82,2020-06-15 22:28:40.0,25.61,2020-06-15 22:28:40.0,28.71,2020-06-15 22:28:40.0,27.63
2020-06-15 23:28:40.0,16.1,2020-06-15 22:58:40.0,15.55,2020-06-15 22:58:40.0,21.82,2020-06-15 22:58:40.0,25.6,2020-06-15 22:58:40.0,28.71,2020-06-15 22:58:40.0,27.62
2020-06-15 23:58:40.0,16.11,2020-06-15 23:28:40.0,15.55,2020-06-15 23:28:40.0,21.82,2020-06-15 23:28:40.0,25.59,2020-06-15 23:28:40.0,28.7,2020-06-15 23:28:40.0,27.61
2020-06-16 00:28:50.0,16.14,2020-06-15 23:58:40.0,15.56,2020-06-15 23:58:40.0,21.82,2020-06-15 23:58:40.0,25.59,2020-06-15 23:58:40.0,28.7,2020-06-15 23:58:40.0,27.61
2020-06-16 00:58:50.0,16.16,2020-06-16 00:28:50.0,15.57,2020-06-16 00:28:50.0,21.82,2020-06-16 00:28:50.0,25.59,2020-06-16 00:28:50.0,28.71,2020-06-16 00:28:50.0,27.61
2020-06-16 01:28:50.0,16.18,2020-06-16 00:58:50.0,15.58,2020-06-16 00:58:50.0,21.82,2020-06-16 00:58:50.0,25.59,2020-06-16 00:58:50.0,28.69,2020-06-16 00:58:50.0,27.61
